"archetype_id","cluster","frequency"
1,1,1
2,1,1
3,1,1
4,1,2
5,1,1
6,1,1
7,1,1
8,1,1
9,1,3
10,1,2
11,1,16
12,1,1
13,1,1
14,1,180
15,1,15
16,1,1
17,1,13
18,1,112
19,1,1
20,1,1
21,1,3
22,1,2
23,1,2
24,1,1
25,1,1
26,1,3
27,1,1
28,1,1
29,1,2
30,1,1
31,1,3
32,1,1
33,1,1
34,1,1
35,1,44
36,1,7
37,1,1
38,1,2
39,1,1
40,1,1
41,1,11
42,1,1
43,1,1
44,1,2
45,1,1
46,1,1
47,1,14
48,1,1
49,1,4
50,1,1
51,1,1
52,1,2
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,1,256
62,1,1
63,1,1
64,1,2
65,1,1
66,1,1
67,1,2
68,1,10
69,1,2
70,1,1
71,1,1
72,1,15
73,1,1
74,1,3
75,1,3
76,1,306
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,2
85,1,11
86,1,2
87,1,1
88,1,1
89,1,1
90,1,1
91,1,1
92,1,3
93,1,29
94,1,1
95,1,1
96,1,1
97,1,1
98,1,5
99,1,15
100,1,1
101,1,9
102,1,4
103,1,1
104,1,4
106,1,1
107,1,2
108,1,2
109,1,2
110,1,1
111,1,1
112,1,4
113,1,1
114,1,1
115,1,1
116,1,277
117,1,2
118,1,1
119,1,1
120,1,2
121,1,1
122,1,1
123,1,1
124,1,1
125,1,39
126,1,16
127,1,1
128,1,1
129,1,1
130,1,2
131,1,7
132,1,1
133,1,1
134,1,1
135,1,1
136,1,4
137,1,3
138,1,1
139,1,1
140,1,1
141,1,1
142,1,5
143,1,1
144,1,1
145,1,1
146,1,1
147,1,1
148,1,2
149,1,1
150,1,3
151,1,1
152,1,1
153,1,2
154,1,2
155,1,5
156,1,1
157,1,1
158,1,4
160,1,4
161,1,2
162,1,2
163,1,1
164,1,4
165,1,3
166,1,9
167,1,2
168,1,1
169,1,1
170,1,4
171,1,1
172,1,1
173,1,1
174,1,1
175,1,2
176,1,1
177,1,1
178,1,1
179,1,1
180,1,1
181,1,1
182,1,3
183,1,384
185,1,3
186,1,1
187,1,5
188,1,25
189,1,2
190,1,3
191,1,2
192,1,5
193,1,1
194,1,6
195,1,1
196,1,1
197,1,1
198,1,1
199,1,1
200,1,38
201,1,1
202,1,1
203,1,1
204,1,2
205,1,9
206,1,1
207,1,296
208,1,11
209,1,1
210,1,1
211,1,1
212,1,1
213,1,1
214,1,17
215,1,10
216,1,21
217,1,1
218,1,1
219,1,1
220,1,1
221,1,1
222,1,1
223,1,3
224,1,1
225,1,4
226,1,1
227,1,1
228,1,1
229,1,3
230,1,1
231,1,3
232,1,1
233,1,4
234,1,1
235,1,1
236,1,2
237,1,3
238,1,3
239,1,24
240,1,1
241,1,1
242,1,1
244,1,5
245,1,5
246,1,1
247,1,19
248,1,7
249,1,4
250,1,1
251,1,2
252,1,1
253,1,2
254,1,2
255,1,1
256,1,1
257,1,1
258,1,2
259,1,1
260,1,227
261,1,1
262,1,1
263,1,1
264,1,1
265,1,1
266,1,1
267,1,1
268,1,1
269,1,3
270,1,57
271,1,1
272,1,1
273,1,4
274,1,1
275,1,3
276,1,1
278,1,3
279,1,1
280,1,1
281,1,1
282,1,18
283,1,3
284,1,3
286,1,3
287,1,3
288,1,1
289,1,1
290,1,1
291,1,1
292,1,4
293,1,1
294,1,1
295,1,1
296,1,4
297,1,1
298,1,1
299,1,9
300,1,9
301,1,1
302,1,2
303,1,1
304,1,30
305,1,4
306,1,1
307,1,1
308,1,4
309,1,1
310,1,1
311,1,1
312,1,2
313,1,1
314,1,1
315,1,1
316,1,6
317,1,1
318,1,6
319,1,1
320,1,1
321,1,1
322,1,9
323,1,1
324,1,1
325,1,6
326,1,2
327,1,1
328,1,1
329,1,2
330,1,1
331,1,202
332,1,2
333,1,1
334,1,2
335,1,1
336,1,2
338,1,1
339,1,2
340,1,1
341,1,16
342,1,3
343,1,1
344,1,5
345,1,1
346,1,1
347,1,2
348,1,1
