integrated_row_id,global_participant_key,dataset_source,source_survey,country_model,country_model_grouped,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,dim_financial,dim_security,dim_competence,dim_autonomy,dim_physiological,dim_relatedness,dim_stimulation,dim_popularity,dim_meaning
5,rv__55e04d4c3b268b00110294fe,rv,decision,DK,DK,45_54,male,employed,usable_complete,TRUE,TRUE,32,0.7030103895073798,0.8562431901711777,0.6453590280582118,0.1730937734035801,0.12576436855259493,0.49440949329956185,0.3600514590180019,0.44548088603567515,0.5498987970896029
6,rv__56ab6fd869b24700065cbdbd,rv,decision,GB,GB,55_64,male,employed,usable_complete,TRUE,TRUE,32,0.9343023424484199,1.3209850712041127,0.8204298504026182,0.9777010824146694,0.6104215236246417,0.8945158041222498,1.0773881038425144,0.6730655097519614,0.5416912790853855
8,rv__56b0eec66399f90011d9cf67,rv,decision,CZ,CZ,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.8255732998614448,0.49028514128216116,0.967428477723716,0.5541163217892816,0.4714303106636003,0.8569386862961167,0.3350446859184547,0.3169454762758922,0.5539667421055405
10,rv__577d0ad6adbc7500015d2839,rv,decision,IT,IT,25_34,other,unemployed,usable_complete_limited_metadata,TRUE,TRUE,32,0.6445863596239065,0.6816945046805607,0.8519191479738257,0.9712122619386421,0.7948805323801226,0.8962856889733601,1.8203187015089106,1.4787826856719017,1.3164330378221143
11,rv__5788c16f275be600013590a8,rv,decision,GB,GB,45_54,female,employed,usable_complete,TRUE,TRUE,32,1.0368951467759957,1.5606539750199013,0.5381588724776127,0.5710529674999221,1.2954705461310025,1.1882191709239032,1.8394113602412618,1.3254764216333799,1.2202565673110317
12,rv__57e928630cb6700001dd8f8a,rv,decision,PT,PT,25_34,female,employed,usable_partial,TRUE,TRUE,31,0.8283331263839271,0.9246179946461625,0.23330489188058418,0.3468084642116901,0.9349688260328766,0.5583011159234779,1.0100370359472062,0.2305581914766231,0.279514700792239
13,rv__58404fd8ad98e40001ce915f,rv,decision,GB,GB,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.5791956092731786,0.7019997868131073,0.3210286807383369,0.3604124929366532,0.3990761290175169,0.8710285938401716,1.260130304161194,0.9730233538115706,1.2797578513118137
18,rv__598b108e504c5200011964a1,rv,decision,CH,CH,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.7211169382482101,1.3410424137086885,1.1264040798913877,1.2666915220499055,0.7893499108503808,1.0210995570990309,0.48168632482390783,0.972552310685816,0.5733039094527462
21,rv__59da7e94416c900001ea5b52,rv,decision,FR,FR,35_44,female,employed,usable_partial,TRUE,TRUE,31,1.189771885979421,0.4545298218845022,0.7064512569108268,0.9914497796137669,1.2414787370370544,1.1426297238254504,1.9157819951706665,1.3254764216333799,1.3622666762651223
22,rv__59dbb88b0fb3a90001bd90b0,rv,decision,GB,GB,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.4342616207261204,1.1070356486408255,0.5035816695962216,0.35371207095117585,0.6069827855885735,0.3315354718255398,1.3161491438959656,0.4905953593229202,0.6833973674449031
25,rv__5a2310ebdf5bd00001b37474,rv,concerns2;decision,PL,PL,35_44,female,employed,usable_partial,TRUE,TRUE,31,0.510380853951857,0.8431610282747393,0.5395359216559075,0.43242209523387126,0.008746686432659318,1.0892921777623168,0.6479060882636748,0.912694058718179,0.43992810783996744
26,rv__5a2dbc92e2032600017f4b1d,rv,decision,DE,DE,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,0.9358447578583473,0.831897087728089,0.5928177973229922,0.5779035541605374,0.563285497757044,0.6944778465452971,0.4798495690593599,0.9417860393597505,1.4098922368936446
27,rv__5abb9bcff69e940001d9171e,rv,decision;energy_crisis,PL,PL,18_24,female,employed,usable_complete,TRUE,TRUE,32,1.543934413734747,1.4699751287774674,1.4381626056069816,1.2805283402219645,1.615927376077758,0.7012013583451371,0.5591200448575414,1.1024060584876412,1.0075871395395577
29,rv__5aeb24e22bd17300018779f2,rv,decision,EE,OTHER_COUNTRIES,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.7824749903805808,0.3014979188144287,0.5385578272295947,1.2351327303147055,0.24149446249944423,0.23936238905876958,1.2703570587286976,0.6950919901679045,0.8230218791003451
30,rv__5af6e439672ea800010d4e92,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,1.3794509376734547,1.573547246526779,1.1493952709590096,1.5336185747970357,1.1564883767841967,1.4749897898256386,1.3492979155115408,1.3254764216333799,1.6615555537346367
31,rv__5b0710e7a84dcf0001beee8a,rv,decision,GB,GB,55_64,female,employed,usable_complete,TRUE,TRUE,32,1.1564928189618418,0.838374030380136,0.435819270208163,0.34603319201658045,0.3618952219034544,0.6641039097226006,1.078223283871779,0.586122365303415,0.9026831512974262
32,rv__5b0f27321e55760001b9a8a5,rv,decision,GB,GB,45_54,female,employed,usable_partial,TRUE,TRUE,31,0.6255670698833589,0.6040969928689656,0.5254326538736722,0.15417195472699036,1.1216400834002542,0.8408054335636086,0.3447918468627186,0.6493538534203995,0.5756956528075002
35,rv__5b3f242f9c2ec600014ef9fc,rv,decision,IT,IT,45_54,female,employed,usable_complete,TRUE,TRUE,32,1.3418343294736235,0.8496632259588109,0.6225858851039151,0.47020188817422653,1.615927376077758,0.7013574602854584,0.9588586907035088,0.9259726724742768,1.102191445876657
36,rv__5b472672d4c93b00019bbc49,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.5538258332987566,0.7640676421795184,0.9331405400752406,0.6969284830120284,0.4708862921248619,1.0300748026930464,0.7958387173483212,1.3254764216333799,0.8245349276029152
37,rv__5b55c6a2e173e60001963940,rv,decision,CH,CH,25_34,male,student,usable_partial,TRUE,TRUE,31,1.5228435395928943,1.4699751287774674,0.9515099884712277,1.0569831381260082,1.41343097591822,1.7019476183181896,1.1841412371760025,1.5442975151605167,1.2932788769901096
38,rv__5b648251bd56550001bf31fd,rv,decision,DE,DE,55_64,female,employed,usable_complete,TRUE,TRUE,32,1.2596757052814496,0.8469434539937709,1.0844418845959969,0.7347258352990966,0.9918463110099187,0.6672894709770081,1.2569824630054893,1.0680256822567036,0.12944639231231925
39,rv__5b681788ca518a0001c7a755,rv,decision,GB,GB,45_54,male,employed,usable_complete,TRUE,TRUE,32,1.229201863845017,1.1191719480185005,0.9989451019577219,1.0074423423014052,0.7149880966222557,1.4333464785435288,1.514836161791292,1.1919631064555924,1.0584838703023
45,rv__5bafd12a70f8df0001be84a7,rv,decision,PL,PL,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.8725392315530034,1.2464900424174352,1.1746501325398004,1.2480514989587812,1.5338226917079942,0.8331876174701103,0.3623217316556378,0.5973237226057055,1.2242910777150966
47,rv__5bf3199ebe7c7300017b710a,rv,decision,DE,DE,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.9761293035290667,0.5194632966541253,0.860383792487527,0.37545735563491656,0.28144972399261337,0.5500609365658911,0.6907262884213279,0.9181786227439319,0.8707301634474472
49,rv__5c18daaae467040001e68fc4,rv,decision,GB,GB,35_44,female,employed,usable_partial,TRUE,TRUE,31,1.0919537637960488,0.5833837452388092,0.5797155927550004,0.47588847520121524,0.5407122876252061,0.999337394832661,0.6726129121474195,1.0582398475737387,0.6197763140647511
51,rv__5c3a139774d1c6000138da11,rv,decision,GB,GB,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.8399993024739818,1.2551711928287055,0.8512051138520895,1.2841545236522764,1.0958598218545585,1.502835202410959,0.2267844158357569,1.2219532818446934,0.7766658296034366
52,rv__5c4d8d706b23ab0001a34af2,rv,decision,GB,GB,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,1.412995404673166,0.8913524690235844,0.8490944457669398,0.7026886331567535,1.4777173062745865,1.6295540348838675,1.9157819951706665,1.2739862737580447,1.6701338897363422
56,rv__5c59ceb27e554c0001257ff4,rv,decision,HU,HU,25_34,female,employed,usable_complete,TRUE,TRUE,32,1.103559176956852,0.800062606626888,0.519495695994081,0.40043452657640727,0.4844991863051255,1.0154578018276124,0.6911279515775045,0.928715992994116,1.294308093496545
58,rv__5c609a727557640001f516c5,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,0.7054552786686653,0.6470316389648901,0.7876443538933511,0.4363488234323215,0.5638385599100182,0.5097819285445968,1.1073890343023847,0.7020913268270542,0.4549851299615493
59,rv__5c66cc9246bfc200019044b8,rv,decision,HU,HU,35_44,unknown,employed,usable_complete_limited_metadata,TRUE,TRUE,32,0.7976148361121499,1.4699751287774674,0.9616280386040279,1.2535495896801396,1.3038868435438382,1.348279558194754,1.0544660867944429,0.9880422950650143,0.20805022276519725
64,rv__5c8ec442bda58f00125002a3,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,1.476450228508949,1.3437119758294698,1.554429877291477,1.1762083052907277,0.19314099082191072,1.456759754204707,1.4256685504409454,1.3254764216333799,2.408912831697238
66,rv__5cadbee8470c560001de5739,rv,decision,GB,GB,45_54,male,student,usable_complete,TRUE,TRUE,32,1.3488719420005517,1.3596122340340848,0.8040463275162464,0.4612693368526137,1.1482014881038198,0.7606535847284546,0.6269247248379008,1.2766087045828236,1.9957322074129478
69,rv__5cd53d40aeb4100001c18aa8,rv,decision,IT,IT,35_44,female,employed,usable_partial,TRUE,TRUE,31,0.4185967298643295,0.602534056824085,0.6322117425784555,0.5738118790449531,0.1290736978562043,0.7548315852259,0.43874431551391724,0.3795399107799463,0.5835403042286613
71,rv__5ce9462a90bfb10015ab205c,rv,decision,GR,GR,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,1.260312511765645,1.202081027387622,1.1178520971392834,0.22622376037479838,1.023157194085356,0.9249361167503082,1.3308348250103303,1.0680256822567036,0.8103642820650188
73,rv__5cf101ea48405a0018415d09,rv,decision,PL,PL,45_54,female,employed,usable_partial,TRUE,TRUE,30,1.298838250464899,0.36104552712510235,0.42024840899741867,0.5151955967526427,1.028687815615098,0.9333300854117518,0.9072468285867237,0.8081022846152028,0.6036495134035341
74,rv__5cf510ccb0bafb00161ffd56,rv,decision,GB,GB,25_34,female,employed,usable_partial,TRUE,TRUE,31,0.7777916737930333,0.6502011837510625,0.48538711598992546,0.27204146233590837,0.2589878353647629,0.5856402570893561,0.4675841351905323,0.3140293955716441,0.2239640976375945
75,rv__5cfc3dfaceb2d50019394664,rv,decision,GR,GR,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,0.35444255177889145,0.24002218275619316,0.19433273554909938,0.7998958216571733,0.22401013324836133,0.4098353336073671,0.5255897052977532,0.3921161426231491,0.4326328166363235
76,rv__5d00d7e1a6d3c500194518f5,rv,decision,NO,OTHER_COUNTRIES,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.36655336558959284,0.4784368441466789,0.8234078122024664,0.27597163108766454,0.2600849160564755,0.6719572691618325,0.9781474007939129,0.7242591117226203,0.4487022533797305
79,rv__5d1f54b95538e6001a843293,rv,decision,BE,BE,35_44,female,employed,usable_complete,TRUE,TRUE,32,0.8979507446180766,0.6749805067237856,0.44385167340887655,1.2240353139023572,1.2678120607357242,0.5607876498629937,1.133406943577286,0.7180487709607364,1.3062303728566877
80,rv__5d24b3cfa433c000166f91bf,rv,decision,DE,DE,25_34,male,employed,usable_complete,TRUE,TRUE,32,0.4456291724270091,0.25570498023356186,0.7373287131671058,0.1400613101312763,0.30059323970261886,0.3446096157771589,0.15167291736863409,0.35965530974993637,0.19462351331598607
81,rv__5d3873197860c8001a106e02,rv,decision,HU,HU,35_44,male,employed,usable_partial,TRUE,TRUE,30,1.071600722633125,1.4699751287774674,1.4381626056069816,1.5336185747970357,1.615927376077758,1.199400109261209,1.0823822612028375,1.3254764216333799,0.6215510157703686
82,rv__5d404c6a584cc80017e81001,rv,decision,GB,GB,55_64,female,retired,usable_partial,TRUE,TRUE,31,0.37356958348266306,0.4206094102849654,0.6325464736693185,0.3606422274882477,0.47774207535121216,1.0827272929801126,1.6102994554530479,0.6931639292494842,0.8314413720433249
83,rv__5d542c3a5af5900019bc80c4,rv,decision,GB,GB,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.6154478008326237,0.7936806730123163,0.715244406286775,0.4870040387211684,0.08637121282663571,0.8964324433946604,1.3906310741319476,0.8409384561750985,0.7306899858284446
85,rv__5d6558fa16871700012ea47b,rv,concerns2;decision;energy_crisis;poverty,SI,SI,55_64,female,employed,usable_complete,TRUE,TRUE,32,1.4773596135173668,1.4699751287774674,1.091387931040909,0.9777749335180844,1.615927376077758,0.8344286498588049,0.37677950769503826,1.1949140137773118,0.6834868383245954
86,rv__5d6eb49ab682cc000173982b,rv,decision,GR,GR,55_64,female,unemployed,usable_complete,TRUE,TRUE,32,0.598490894024631,1.4559430015471087,1.2815719469216456,1.013102356909192,1.4703084608952621,1.0762367914764919,1.1865058472313175,1.0603301882920442,0.458579390260359
88,rv__5d776e218a8d1d00166d36a6,rv,decision,GB,GB,35_44,male,employed,usable_complete,TRUE,TRUE,32,0.3483239834488672,1.1595766796046434,0.3550317893085268,0.17035133346530498,0.07783815591289137,1.187045509136434,0.3827254757791456,1.0740473127649557,0.9837934146056052
91,rv__5d7e41aea60f7b00013cf1af,rv,decision,PL,PL,25_34,female,employed,usable_complete,TRUE,TRUE,32,0.7013649617627867,0.7133614346789837,0.09306177576798935,0.6440575610383472,1.0111944427497792,0.5091905956467488,0.4960222917109708,0.7586214968777607,0.4323331387684126
92,rv__5d8878251f684d0001737c56,rv,decision,GB,GB,45_54,female,other,usable_partial,TRUE,TRUE,31,0.9514509794450176,0.8572790243343387,0.501386114786309,0.5871673119691114,0.6301181014876214,0.723348062902627,0.16437713549649596,0.5808562220553612,0.6645267647758031
