"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",5,6,2,40,33.3333333333333,22.2222222222222
"cluster_1","Uninterested",5,5,4,80,80,66.6666666666667
"cluster_1","Homo.Economicus",5,3,3,60,100,60
"cluster_1","Fearful",5,7,5,100,71.4285714285714,71.4285714285714
"cluster_1","Stubborn",5,5,4,80,80,66.6666666666667
"cluster_1","Influencer",5,5,2,40,40,25
"cluster_1","Careful",5,7,5,100,71.4285714285714,71.4285714285714
"cluster_2","Early.Adopter",9,6,6,66.6666666666667,100,66.6666666666667
"cluster_2","Uninterested",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Homo.Economicus",9,3,3,33.3333333333333,100,33.3333333333333
"cluster_2","Fearful",9,7,7,77.7777777777778,100,77.7777777777778
"cluster_2","Stubborn",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Influencer",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Careful",9,7,7,77.7777777777778,100,77.7777777777778
"cluster_3","Early.Adopter",4,6,2,50,33.3333333333333,25
"cluster_3","Uninterested",4,5,3,75,60,50
"cluster_3","Homo.Economicus",4,3,3,75,100,75
"cluster_3","Fearful",4,7,4,100,57.1428571428571,57.1428571428571
"cluster_3","Stubborn",4,5,4,100,80,80
"cluster_3","Influencer",4,5,2,50,40,28.5714285714286
"cluster_3","Careful",4,7,4,100,57.1428571428571,57.1428571428571
"cluster_4","Early.Adopter",6,6,3,50,50,33.3333333333333
"cluster_4","Uninterested",6,5,5,83.3333333333333,100,83.3333333333333
"cluster_4","Homo.Economicus",6,3,3,50,100,50
"cluster_4","Fearful",6,7,6,100,85.7142857142857,85.7142857142857
"cluster_4","Stubborn",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_4","Influencer",6,5,3,50,60,37.5
"cluster_4","Careful",6,7,6,100,85.7142857142857,85.7142857142857
"cluster_5","Early.Adopter",8,6,5,62.5,83.3333333333333,55.5555555555556
"cluster_5","Uninterested",8,5,5,62.5,100,62.5
"cluster_5","Homo.Economicus",8,3,3,37.5,100,37.5
"cluster_5","Fearful",8,7,6,75,85.7142857142857,66.6666666666667
"cluster_5","Stubborn",8,5,4,50,80,44.4444444444444
"cluster_5","Influencer",8,5,4,50,80,44.4444444444444
"cluster_5","Careful",8,7,6,75,85.7142857142857,66.6666666666667
"cluster_6","Early.Adopter",3,6,2,66.6666666666667,33.3333333333333,28.5714285714286
"cluster_6","Uninterested",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_6","Homo.Economicus",3,3,2,66.6666666666667,66.6666666666667,50
"cluster_6","Fearful",3,7,3,100,42.8571428571429,42.8571428571429
"cluster_6","Stubborn",3,5,3,100,60,60
"cluster_6","Influencer",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_6","Careful",3,7,3,100,42.8571428571429,42.8571428571429
