analysis_sample,integrated_row_id,subsample,comparison_region,subsample_row_id,global_participant_key,dataset_source,source_survey,source_file,participant_key,prolific_id,identification_code,country_model,country_model_grouped,country_region_model,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,dim_autonomy,dim_competence,dim_financial,dim_meaning,dim_physiological,dim_popularity,dim_relatedness,dim_security,dim_stimulation
COMPLETE,5,RENOVISOR,EUROPE,5,rv__55e04d4c3b268b00110294fe,rv,decision,Content_Export_RV-Decision_956.xlsx,55e04d4c3b268b00110294fe,55e04d4c3b268b00110294fe,NA,DK,DK,northern_europe,45_54,male,self_employed,usable_complete,TRUE,TRUE,32,0.18402305551921944,0.6387303972806243,0.6695303749547603,0.5544940528561765,0.11868107008928934,0.43187009874384014,0.4673119928908275,0.8673127740332491,0.37019768031175704
COMPLETE,6,RENOVISOR,EUROPE,6,rv__56ab6fd869b24700065cbdbd,rv,decision,Content_Export_RV-Decision_956.xlsx,56ab6fd869b24700065cbdbd,56ab6fd869b24700065cbdbd,NA,GB,GB,northern_europe,55_64,male,self_employed,usable_complete,TRUE,TRUE,32,0.940409113673996,0.7632827134552772,0.8733313231804622,0.5319416870885625,0.564104779154507,0.6825946532026818,0.8688007236792317,1.3043474353091364,1.0881740745699204
COMPLETE,8,RENOVISOR,EUROPE,8,rv__56b0eec66399f90011d9cf67,rv,decision,Content_Export_RV-Decision_956.xlsx,56b0eec66399f90011d9cf67,56b0eec66399f90011d9cf67,NA,CZ,CZ,eastern_europe,25_34,female,self_employed,usable_complete,TRUE,TRUE,32,0.553764743570956,0.9134212792572816,0.7661367796771629,0.5560251785585145,0.4833503796507527,0.3437053432989655,0.8450337787691226,0.4678229480669634,0.3253862411100227
COMPLETE,10,RENOVISOR,EUROPE,10,rv__577d0ad6adbc7500015d2839,rv,decision,Content_Export_RV-Decision_956.xlsx,577d0ad6adbc7500015d2839,577d0ad6adbc7500015d2839,NA,IT,IT,southern_europe,25_34,other,unemployed,usable_complete_limited_metadata,TRUE,TRUE,32,0.932277749471591,0.795142792289798,0.6705769511816915,1.3353575177190404,0.7502346350640356,1.4867132528206004,0.9154436795901697,0.6596045284443185,1.8312894676745828
COMPLETE,11,RENOVISOR,EUROPE,11,rv__5788c16f275be600013590a8,rv,decision,Content_Export_RV-Decision_956.xlsx,5788c16f275be600013590a8,5788c16f275be600013590a8,NA,GB,GB,northern_europe,45_54,female,self_employed,usable_complete,TRUE,TRUE,32,0.5933639895424558,0.5161044206223819,1.0173990045717018,1.2290312403726742,1.3590883896911745,1.3245790481819855,1.1797955255711838,1.5761447161730426,1.8504076160399219
COMPLETE,12,RENOVISOR,EUROPE,12,rv__57e928630cb6700001dd8f8a,rv,decision,Content_Export_RV-Decision_956.xlsx,57e928630cb6700001dd8f8a,57e928630cb6700001dd8f8a,NA,PT,PT,southern_europe,25_34,female,employed,usable_partial,TRUE,TRUE,31,0.3195901028564858,0.23906501052227172,0.8106864027655698,0.2819574868721016,0.8922765823037602,0.23084003291343683,0.542236631674354,0.9040585635536926,1.0203417911665607
COMPLETE,13,RENOVISOR,EUROPE,13,rv__58404fd8ad98e40001ce915f,rv,decision,Content_Export_RV-Decision_956.xlsx,58404fd8ad98e40001ce915f,58404fd8ad98e40001ce915f,NA,GB,GB,northern_europe,45_54,female,employed,usable_complete,TRUE,TRUE,32,0.3564220779333698,0.2593381253686506,0.5618786311195698,1.28382465854706,0.35213974231411144,0.9774809122195931,0.9013620200935998,0.6806565394649174,1.2708423145985934
COMPLETE,18,RENOVISOR,EUROPE,18,rv__598b108e504c5200011964a1,rv,decision,Content_Export_RV-Decision_956.xlsx,598b108e504c5200011964a1,598b108e504c5200011964a1,NA,CH,CH,western_europe,35_44,female,employed,usable_complete,TRUE,TRUE,32,1.266076392321936,1.0740792712844036,0.707691572267817,0.5800285044940533,0.7457743684805481,0.9795893339678465,0.9999396426827474,1.324348018048644,0.49434526739022344
COMPLETE,21,RENOVISOR,EUROPE,21,rv__59da7e94416c900001ea5b52,rv,decision,Content_Export_RV-Decision_956.xlsx,59da7e94416c900001ea5b52,59da7e94416c900001ea5b52,NA,FR,FR,western_europe,35_44,female,self_employed,usable_partial,TRUE,TRUE,31,0.9542648995379797,0.6464946148153263,1.1871925271127093,1.3575403186356754,1.2017496310557267,1.3245790481819855,1.1714243522954697,0.44330353909771003,1.9268802095012774
COMPLETE,22,RENOVISOR,EUROPE,22,rv__59dbb88b0fb3a90001bd90b0,rv,decision,Content_Export_RV-Decision_956.xlsx,59dbb88b0fb3a90001bd90b0,59dbb88b0fb3a90001bd90b0,NA,GB,GB,northern_europe,25_34,female,self_employed,usable_complete,TRUE,TRUE,32,0.39956534189981496,0.46876754288667266,0.38655290456164026,0.6895276167793721,0.6626711146480025,0.4978272776890301,0.3519327007279606,1.0885033509237965,1.3268870299061923
