"pattern","freq","archetype","dist","sim_jaccard"
"pattern_1",2454574,"Early.Adopter",4,1
"pattern_2",1925014,"Early.Adopter",5,0
"pattern_3",770625,"Early.Adopter",4,0
"pattern_4",623923,"Early.Adopter",4,0
"pattern_5",244544,"Early.Adopter",4,0
"pattern_6",242964,"Early.Adopter",4,0
"pattern_7",233847,"Early.Adopter",5,0
"pattern_8",228131,"Early.Adopter",5,0
"pattern_9",210400,"Early.Adopter",4,0
"pattern_10",197114,"Early.Adopter",5,0
"pattern_11",124662,"Early.Adopter",6,0
"pattern_12",123316,"Early.Adopter",5,0
"pattern_13",119161,"Early.Adopter",4,0
"pattern_14",102416,"Early.Adopter",5,0
"pattern_15",88306,"Early.Adopter",5,0
"pattern_16",53067,"Early.Adopter",5,0
"pattern_17",43838,"Early.Adopter",4,0
"pattern_18",35259,"Early.Adopter",6,0
"pattern_19",33840,"Early.Adopter",5,0
"pattern_20",27605,"Early.Adopter",5,0
"pattern_21",21615,"Early.Adopter",6,0
"pattern_22",18958,"Early.Adopter",5,0
"pattern_23",17133,"Early.Adopter",4,0
"pattern_24",12043,"Early.Adopter",5,0
"pattern_25",11305,"Early.Adopter",4,0
"pattern_26",8418,"Early.Adopter",5,0
"pattern_27",7050,"Early.Adopter",5,0
"pattern_28",4413,"Early.Adopter",4,0
"pattern_29",2620,"Early.Adopter",5,0
"pattern_30",2093,"Early.Adopter",6,0
"pattern_31",1376,"Early.Adopter",5,0
"pattern_32",1326,"Early.Adopter",6,0
"pattern_33",1212,"Early.Adopter",5,0
"pattern_34",910,"Early.Adopter",5,0
"pattern_35",860,"Early.Adopter",5,0
"pattern_36",759,"Early.Adopter",5,0
"pattern_37",747,"Early.Adopter",6,0
"pattern_38",492,"Early.Adopter",4,0
"pattern_39",417,"Early.Adopter",6,0
"pattern_40",359,"Early.Adopter",5,0
"pattern_41",329,"Early.Adopter",6,0
"pattern_42",323,"Early.Adopter",6,0
"pattern_43",308,"Early.Adopter",5,0
"pattern_44",284,"Early.Adopter",5,0
"pattern_45",228,"Early.Adopter",5,0
"pattern_46",224,"Early.Adopter",5,0
"pattern_47",221,"Early.Adopter",6,0
"pattern_48",146,"Early.Adopter",6,0
"pattern_49",134,"Early.Adopter",6,0
