analysis_sample,method,matrix,matrix_name,d_hamming,coverage_P1,coverage_P2,coverage_P3,coverage_P4,coverage_P5,coverage_P6,coverage_P7,coverage_P8,P_for_80,P_for_85,P_for_90,P_for_95,max_coverage_P12,max_prototype_available
COMPLETE,KMEANS,Z_ABS,matrix_32_z_abs,5,16.284196428570834,26.5589285714278,31.49985119047525,34.908303571427545,40.79494047618921,45.572886904760466,47.28416666666518,49.617172619046066,NA,NA,NA,NA,57.5729464285697,12
COMPLETE,KMEANS,Z_ABS,matrix_32_z_abs,6,21.179702380951465,35.67651785714143,39.87857142856987,42.799255952379326,50.9114285714267,58.36610119047407,60.26479166666449,63.61848214285488,NA,NA,NA,NA,72.23184523809276,12
COMPLETE,KMEANS,Z_ABS,matrix_32_z_abs,7,26.257351190475017,44.91220238095045,46.559255952378976,56.71273809523605,67.03279761904558,71.83874999999783,74.74803571428346,75.86741071428344,12,NA,NA,NA,80.91630952380713,12
COMPLETE,KMEANS,Z_ABS,matrix_32_z_abs,8,29.902857142855776,51.33824404761669,52.31514880952142,60.36440476190209,73.04666666666402,78.53657738094958,82.34985119047327,83.96244047618752,7,10,NA,NA,88.06032738094932,12
COMPLETE,KMEANS,Z_ABS,matrix_32_z_abs,9,33.73720238095208,57.57806547618892,65.1814285714267,80.12508928571242,84.68255952380756,89.79517857142643,91.42193452380737,93.08065476190257,4,6,7,NA,94.85895833333107,12
COMPLETE,KMEANS,Z_ABS,matrix_32_z_abs,10,38.80943452381038,63.73499999999952,80.23642857142777,88.12252976190365,92.54032738095113,95.00779761904629,96.47312499999865,97.11229166666529,3,4,5,6,98.69943452380808,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,0,2.044345238095164,3.596041666666536,4.6336904761903055,5.6340773809521725,6.500654761904519,7.240684523809251,7.971726190475889,8.544910714285392,NA,NA,NA,NA,10.296994047618655,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,1,4.124851190476038,6.622053571428323,9.221904761904414,11.069017857142436,12.64443452380904,13.193749999999495,14.244999999999454,15.008630952380376,NA,NA,NA,NA,18.3935119047612,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,2,6.409374999999757,11.177291666666234,15.543124999999398,18.36592261904691,20.834851190475387,23.651339285713373,25.555952380951393,27.38547619047513,NA,NA,NA,NA,33.47705357142728,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,3,8.680505952380633,15.49372023809466,21.50720238095156,26.146339285713253,28.54955357142745,30.91238095237974,34.19267857142723,38.14059523809374,NA,NA,NA,NA,45.37770833333156,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,4,10.937351190475798,20.15113095238021,25.833124999999026,32.69669642857012,35.17800595237955,37.568779761903265,42.262976190474475,47.92392857142662,NA,NA,NA,NA,56.09669642856916,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,5,13.187053571428091,25.1061607142848,34.17053571428455,38.3003571428558,40.439999999998584,47.16407738095062,54.018928571426535,56.13916666666455,NA,NA,NA,NA,67.05425595237837,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,6,15.498363095237446,30.31002976190349,41.84273809523658,43.19169642856986,52.15273809523636,60.29172619047414,62.4516964285693,68.52639880952137,NA,NA,NA,NA,77.71836309523526,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,7,17.899107142856366,35.24940476190329,49.23166666666493,60.13919642856953,69.40196428571205,77.17032738094991,81.23580357142592,86.76208333333045,7,8,12,NA,91.03148809523506,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,8,18.56306547618963,36.22288690476036,51.998095238092745,65.10660714285449,75.51324404761611,83.9079166666635,87.0908630952348,92.1819047619013,6,7,8,12,96.24422619047256,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,9,19.411726190475264,37.36098214285549,55.149196428568274,70.40333333332988,81.80830357142484,89.687619047615,92.03922619047206,95.63193452380524,5,6,7,8,98.44342261904325,12
COMPLETE,EFA,RAW,matrix_32_raw_0_1,10,20.91886904761797,39.83002976190288,60.03252976190173,76.8474107142818,89.71303571428163,95.87428571428131,97.1571428571384,97.78660714285267,5,5,6,6,99.50639880951928,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,0,1.808392857142794,3.2676488095236937,4.4780654761903165,5.567113095237897,6.332202380952154,6.886874999999753,7.365446428571163,7.813630952380669,NA,NA,NA,NA,9.355892857142516,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,1,3.6650892857141546,7.99095238095209,10.247351190475817,11.635327380951956,12.845744047618576,13.8407738095233,14.471220238094704,15.622470238094666,NA,NA,NA,NA,18.794583333332643,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,2,5.782738095237885,14.339732142856622,16.49517857142797,18.278928571427908,20.948898809523044,22.744464285713455,24.39705357142768,24.850505952380047,NA,NA,NA,NA,28.613005952379908,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,3,7.939136904761626,21.369285714284903,24.101130952380043,27.3496726190466,31.86452380952261,34.20488095237967,34.640773809522514,35.0145238095225,NA,NA,NA,NA,43.66907738095074,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,4,10.328571428571076,26.661369047618052,30.7400297619036,36.510297619046185,41.06851190476028,42.2031547619031,47.89809523809331,51.29029761904556,NA,NA,NA,NA,60.02547619047383,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,5,12.728273809523404,29.76488095237985,36.04416666666528,44.24827380952211,47.77622023809341,48.72806547618861,56.41458333333124,60.884017857140584,NA,NA,NA,NA,69.51214285714028,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,6,15.303571428570775,32.86071428571288,41.96970238095071,53.07351190475988,55.2485119047598,64.87330357142632,70.18729166666418,72.17041666666411,10,NA,NA,NA,82.02059523809227,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,7,17.922172619046798,35.890476190474594,47.37994047618856,61.44848214285468,73.11270833333069,78.39505952380667,80.04458333333042,85.39919642856829,7,8,NA,NA,89.68116071428241,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,8,18.725089285713377,37.25306547618874,51.672321428568985,68.15372023809152,80.83053571428181,82.12925595237701,87.00410714285303,90.71473214285288,5,7,8,NA,94.47303571428137,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,9,19.53857142857044,39.2027083333314,56.94497023809204,75.5267857142813,88.03800595237632,90.52910714285242,94.8302380952332,96.62276785713792,5,5,6,8,98.23238095237596,12
COMPLETE,EFA,POS,matrix_32_pos_0_1,10,20.507499999998917,42.00202380952159,63.20645833332985,83.1562797619001,93.14345238094752,96.03398809523313,97.1920238095188,98.28285714285208,4,5,5,6,99.5060119047568,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,0,1.4481845238095343,2.590714285714303,3.279523809523831,3.7806845238095472,4.239226190476216,4.635000000000027,5.009047619047648,5.35922619047622,NA,NA,NA,NA,6.564404761904798,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,1,3.430535714285736,5.313005952380984,6.587321428571467,7.959166666666714,8.346160714285762,8.871875000000053,10.112291666666724,10.667291666666728,NA,NA,NA,NA,13.3456845238096,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,2,6.2463392857143205,10.02571428571434,13.422619047619111,16.14276785714294,18.444285714285808,20.573273809523915,21.676011904762017,23.324255952381073,NA,NA,NA,NA,27.76217261904777,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,3,8.583333333333393,14.17717261904768,20.16666666666675,25.091636904761984,28.19074404761914,29.97080357142868,31.593392857142973,34.24288690476204,NA,NA,NA,NA,37.546190476190624,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,4,10.87648809523818,19.27443452380969,25.21958333333351,32.31047619047643,36.55622023809545,38.83011904761927,41.294732142857384,42.6842559523812,NA,NA,NA,NA,50.85038690476222,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,5,13.124107142857238,24.14767857142883,33.80336309523851,37.953422619048034,43.33735119047658,46.573988095238505,49.46973214285757,50.76657738095282,NA,NA,NA,NA,59.57559523809575,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,6,15.43005952380954,29.164047619047818,41.906428571429046,44.16148809523859,51.26803571428629,55.948720238095824,58.38895833333395,64.51095238095293,NA,NA,NA,NA,71.0485119047625,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,7,17.81309523809525,34.1450595238092,50.54446428571363,58.94952380952329,64.03895833333284,67.12797619047574,74.88999999999949,76.16470238095188,NA,NA,NA,NA,79.62616071428523,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,8,18.286309523809496,35.69086309523774,55.90779761904667,66.2818452380945,71.2591666666659,79.2523511904754,82.37967261904681,83.40309523809444,7,9,NA,NA,86.69089285714207,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,9,18.92083333333324,37.50678571428528,61.46229166666557,74.00232142857064,79.28127976190396,86.53425595238004,88.31970238095148,88.53827380952292,6,6,10,NA,90.98077380952292,12
COMPLETE,EFA,EXT,matrix_32_ext_0_1,10,20.11383928571409,39.86071428571367,67.17419642857001,81.79946428571328,86.75946428571328,92.27633928571326,92.49800595237994,93.96660714285616,4,5,6,11,95.8946130952371,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,0,0.8212202380952589,1.5315773809524196,2.236011904761961,2.8133333333334036,3.3878273809524657,3.9287500000000986,4.424047619047729,4.724523809523928,NA,NA,NA,NA,5.602291666666807,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,1,3.6273511904762823,4.503244047619162,5.390714285714422,6.070029761904916,6.402053571428733,6.995148809523986,7.495505952381143,8.019583333333538,NA,NA,NA,NA,9.126339285714518,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,2,8.038065476190686,9.201369047619288,10.663809523809803,12.383779761905084,13.905327380952745,14.26889880952418,14.91065476190515,15.540625000000404,NA,NA,NA,NA,17.577470238095692,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,3,11.090922619047914,13.88910714285751,14.658839285714672,17.218035714286174,18.77020833333383,19.87110119047672,21.145178571429135,21.801458333333912,NA,NA,NA,NA,25.29315476190543,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,4,14.163958333333644,19.111160714286097,22.911220238095694,24.4539880952386,27.261726190476775,30.56622023809591,32.22020833333405,34.014166666667435,NA,NA,NA,NA,38.13514880952468,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,5,16.769672619047974,24.170773809524313,28.627321428572003,33.22148809523875,38.75005952381026,41.33357142857221,43.74964285714371,45.70770833333423,NA,NA,NA,NA,50.276309523810546,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,6,17.332767857143185,28.028125000000777,32.02538690476277,39.370059523810475,48.12809523809655,51.89366071428712,56.22633928571581,57.50508928571584,NA,NA,NA,NA,63.09678571428742,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,7,17.869642857143162,31.95151785714381,41.951964285715746,53.90866071428767,58.80744047619257,65.92690476190691,68.08883928571649,68.89622023809746,NA,NA,NA,NA,73.65375000000235,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,8,18.434642857143142,34.746517857143196,47.300952380953376,61.89062500000142,70.8681250000017,72.8588690476208,76.53279761904945,77.3569940476209,10,NA,NA,NA,82.40071428571628,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,9,19.148630952381225,37.8908333333333,53.126011904762514,69.909315476191,80.46247023809623,84.26369047619156,86.35779761904877,88.13511904762025,5,7,10,NA,91.92026785714415,12
COMPLETE,EFA,Z_ABS,matrix_32_z_abs,10,20.38038690476216,42.349047619047965,59.9063988095242,76.6776488095242,87.65425595238186,90.88744047619144,93.40958333333435,93.77904761904864,5,5,6,10,96.76559523809634,12
