"scenario","type","reference","K","D","n_clusters","n_matched","pct_matched","mean_jaccard_exclusive"
"10-9","pos","experts",3,10,1,1,100,0
"10-9","pos","experts",3,11,1,1,100,0
"10-9","pos","experts",3,12,1,1,100,0
"10-9","pos","experts",3,13,1,1,100,0
"10-9","pos","experts",3,14,1,1,100,0
"10-9","pos","experts",3,15,1,1,100,0
"10-9","pos","experts",3,16,1,1,100,0
"10-9","pos","experts",3,17,1,1,100,0
"10-9","pos","experts",3,18,1,1,100,0
"10-9","pos","experts",3,19,1,1,100,0
"10-9","pos","experts",3,20,1,1,100,0
"10-9","pos","experts",4,0,4,4,100,0
"10-9","pos","experts",4,1,4,4,100,0
"10-9","pos","experts",4,2,4,4,100,0
"10-9","pos","experts",4,3,3,3,100,0
"10-9","pos","experts",4,4,3,3,100,0
"10-9","pos","experts",4,5,1,1,100,0
"10-9","pos","experts",4,6,1,1,100,0
"10-9","pos","experts",4,7,1,1,100,0
"10-9","pos","experts",4,8,1,1,100,0
"10-9","pos","experts",4,9,1,1,100,0
"10-9","pos","experts",4,10,1,1,100,0
"10-9","pos","experts",4,11,1,1,100,0
"10-9","pos","experts",4,12,1,1,100,0
"10-9","pos","experts",4,13,1,1,100,0
"10-9","pos","experts",4,14,1,1,100,0
"10-9","pos","experts",4,15,1,1,100,0
"10-9","pos","experts",4,16,1,1,100,0
"10-9","pos","experts",4,17,1,1,100,0
"10-9","pos","experts",4,18,1,1,100,0
"10-9","pos","experts",4,19,1,1,100,0
"10-9","pos","experts",4,20,1,1,100,0
"10-9","pos","experts",5,0,5,5,100,0
"10-9","pos","experts",5,1,5,5,100,0
"10-9","pos","experts",5,2,5,5,100,0
"10-9","pos","experts",5,3,3,3,100,0
"10-9","pos","experts",5,4,3,3,100,0
"10-9","pos","experts",5,5,1,1,100,0
"10-9","pos","experts",5,6,1,1,100,0
"10-9","pos","experts",5,7,1,1,100,0
"10-9","pos","experts",5,8,1,1,100,0
"10-9","pos","experts",5,9,1,1,100,0
"10-9","pos","experts",5,10,1,1,100,0
"10-9","pos","experts",5,11,1,1,100,0
"10-9","pos","experts",5,12,1,1,100,0
"10-9","pos","experts",5,13,1,1,100,0
"10-9","pos","experts",5,14,1,1,100,0
"10-9","pos","experts",5,15,1,1,100,0
"10-9","pos","experts",5,16,1,1,100,0
"10-9","pos","experts",5,17,1,1,100,0
"10-9","pos","experts",5,18,1,1,100,0
"10-9","pos","experts",5,19,1,1,100,0
"10-9","pos","experts",5,20,1,1,100,0
"10-9","pos","experts",6,0,6,6,100,0
"10-9","pos","experts",6,1,6,6,100,0
"10-9","pos","experts",6,2,5,5,100,0
"10-9","pos","experts",6,3,3,3,100,0
"10-9","pos","experts",6,4,3,3,100,0
"10-9","pos","experts",6,5,1,1,100,0
"10-9","pos","experts",6,6,1,1,100,0
"10-9","pos","experts",6,7,1,1,100,0
"10-9","pos","experts",6,8,1,1,100,0
"10-9","pos","experts",6,9,1,1,100,0
"10-9","pos","experts",6,10,1,1,100,0
"10-9","pos","experts",6,11,1,1,100,0
"10-9","pos","experts",6,12,1,1,100,0
"10-9","pos","experts",6,13,1,1,100,0
"10-9","pos","experts",6,14,1,1,100,0
"10-9","pos","experts",6,15,1,1,100,0
"10-9","pos","experts",6,16,1,1,100,0
"10-9","pos","experts",6,17,1,1,100,0
"10-9","pos","experts",6,18,1,1,100,0
"10-9","pos","experts",6,19,1,1,100,0
"10-9","pos","experts",6,20,1,1,100,0
"10-9","pos","experts",7,0,7,7,100,0
"10-9","pos","experts",7,1,7,7,100,0
"10-9","pos","experts",7,2,5,5,100,0
"10-9","pos","experts",7,3,3,3,100,0
"10-9","pos","experts",7,4,3,3,100,0
"10-9","pos","experts",7,5,1,1,100,0
"10-9","pos","experts",7,6,1,1,100,0
"10-9","pos","experts",7,7,1,1,100,0
"10-9","pos","experts",7,8,1,1,100,0
"10-9","pos","experts",7,9,1,1,100,0
"10-9","pos","experts",7,10,1,1,100,0
"10-9","pos","experts",7,11,1,1,100,0
"10-9","pos","experts",7,12,1,1,100,0
"10-9","pos","experts",7,13,1,1,100,0
"10-9","pos","experts",7,14,1,1,100,0
"10-9","pos","experts",7,15,1,1,100,0
"10-9","pos","experts",7,16,1,1,100,0
"10-9","pos","experts",7,17,1,1,100,0
"10-9","pos","experts",7,18,1,1,100,0
"10-9","pos","experts",7,19,1,1,100,0
"10-9","pos","experts",7,20,1,1,100,0
"10-9","pos","experts",8,0,8,8,100,0
"10-9","pos","experts",8,1,8,8,100,0
"10-9","pos","experts",8,2,5,5,100,0
"10-9","pos","experts",8,3,3,3,100,0
"10-9","pos","experts",8,4,3,3,100,0
"10-9","pos","experts",8,5,1,1,100,0
"10-9","pos","experts",8,6,1,1,100,0
"10-9","pos","experts",8,7,1,1,100,0
"10-9","pos","experts",8,8,1,1,100,0
"10-9","pos","experts",8,9,1,1,100,0
"10-9","pos","experts",8,10,1,1,100,0
"10-9","pos","experts",8,11,1,1,100,0
"10-9","pos","experts",8,12,1,1,100,0
"10-9","pos","experts",8,13,1,1,100,0
"10-9","pos","experts",8,14,1,1,100,0
"10-9","pos","experts",8,15,1,1,100,0
"10-9","pos","experts",8,16,1,1,100,0
"10-9","pos","experts",8,17,1,1,100,0
"10-9","pos","experts",8,18,1,1,100,0
"10-9","pos","experts",8,19,1,1,100,0
"10-9","pos","experts",8,20,1,1,100,0
"100-32","ext","experts",1,0,1,1,100,0
"100-32","ext","experts",1,1,1,1,100,0
"100-32","ext","experts",1,2,1,1,100,0
"100-32","ext","experts",1,3,1,1,100,0
"100-32","ext","experts",1,4,1,1,100,0
"100-32","ext","experts",1,5,1,1,100,0
"100-32","ext","experts",1,6,1,1,100,0
"100-32","ext","experts",1,7,1,1,100,0
"100-32","ext","experts",1,8,1,1,100,0
"100-32","ext","experts",1,9,1,1,100,0
"100-32","ext","experts",1,10,1,1,100,0
"100-32","ext","experts",1,11,1,1,100,0
"100-32","ext","experts",1,12,1,1,100,0
"100-32","ext","experts",1,13,1,1,100,0
"100-32","ext","experts",1,14,1,1,100,0
"100-32","ext","experts",1,15,1,1,100,0
"100-32","ext","experts",1,16,1,1,100,0
"100-32","ext","experts",1,17,1,1,100,0
"100-32","ext","experts",1,18,1,1,100,0
"100-32","ext","experts",1,19,1,1,100,0
"100-32","ext","experts",1,20,1,1,100,0
"100-32","ext","experts",2,0,2,2,100,7.14285714285714
"100-32","ext","experts",2,1,2,2,100,7.14285714285714
"100-32","ext","experts",2,2,2,2,100,7.14285714285714
"100-32","ext","experts",2,3,2,2,100,7.14285714285714
"100-32","ext","experts",2,4,2,2,100,7.14285714285714
"100-32","ext","experts",2,5,2,2,100,12.5
"100-32","ext","experts",2,6,2,2,100,12.5
"100-32","ext","experts",2,7,2,2,100,30
"100-32","ext","experts",2,8,2,2,100,30
"100-32","ext","experts",2,9,2,2,100,30
"100-32","ext","experts",2,10,2,2,100,30
"100-32","ext","experts",2,11,2,2,100,30
"100-32","ext","experts",2,12,2,2,100,30
"100-32","ext","experts",2,13,2,2,100,30
"100-32","ext","experts",2,14,2,2,100,30
"100-32","ext","experts",2,15,1,1,100,0
"100-32","ext","experts",2,16,1,1,100,0
"100-32","ext","experts",2,17,1,1,100,0
"100-32","ext","experts",2,18,1,1,100,0
"100-32","ext","experts",2,19,1,1,100,0
"100-32","ext","experts",2,20,1,1,100,0
"100-32","ext","experts",3,0,3,3,100,12.037037037037
"100-32","ext","experts",3,1,3,3,100,12.037037037037
"100-32","ext","experts",3,2,3,3,100,21.4285714285714
"100-32","ext","experts",3,3,3,3,100,24.7619047619048
"100-32","ext","experts",3,4,3,3,100,24.7619047619048
"100-32","ext","experts",3,5,3,3,100,28.3333333333333
"100-32","ext","experts",3,6,3,3,100,28.3333333333333
"100-32","ext","experts",3,7,3,3,100,32.5
"100-32","ext","experts",3,8,3,3,100,31.1111111111111
"100-32","ext","experts",3,9,3,3,100,31.1111111111111
"100-32","ext","experts",3,10,3,3,100,28.7719298245614
"100-32","ext","experts",3,11,3,3,100,28.7719298245614
"100-32","ext","experts",3,12,3,3,100,31.9047619047619
"100-32","ext","experts",3,13,3,3,100,31.1111111111111
"100-32","ext","experts",3,14,3,3,100,34.0350877192982
"100-32","ext","experts",3,15,1,1,100,0
"100-32","ext","experts",3,16,1,1,100,0
"100-32","ext","experts",3,17,1,1,100,0
"100-32","ext","experts",3,18,1,1,100,0
"100-32","ext","experts",3,19,1,1,100,0
"100-32","ext","experts",3,20,1,1,100,0
"100-32","ext","experts",4,0,4,4,100,21.5277777777778
"100-32","ext","experts",4,1,4,4,100,21.5277777777778
"100-32","ext","experts",4,2,4,4,100,31.0714285714286
"100-32","ext","experts",4,3,4,4,100,28.5714285714286
"100-32","ext","experts",4,4,4,4,100,31.0714285714286
"100-32","ext","experts",4,5,4,4,100,33.75
"100-32","ext","experts",4,6,4,4,100,31.25
"100-32","ext","experts",4,7,4,4,100,34.375
"100-32","ext","experts",4,8,4,4,100,28.0392156862745
"100-32","ext","experts",4,9,4,4,100,35.8333333333333
"100-32","ext","experts",4,10,4,4,100,29.9122807017544
"100-32","ext","experts",4,11,4,4,100,29.391447368421
"100-32","ext","experts",4,12,4,4,100,34.4548872180451
"100-32","ext","experts",4,13,4,4,100,33.859649122807
"100-32","ext","experts",4,14,4,4,100,30.5263157894737
"100-32","ext","experts",4,15,1,1,100,0
"100-32","ext","experts",4,16,1,1,100,0
"100-32","ext","experts",4,17,1,1,100,0
"100-32","ext","experts",4,18,1,1,100,0
"100-32","ext","experts",4,19,1,1,100,0
"100-32","ext","experts",4,20,1,1,100,0
"100-32","ext","experts",5,0,5,5,100,21.6666666666667
"100-32","ext","experts",5,1,5,5,100,29.2222222222222
"100-32","ext","experts",5,2,5,5,100,31.7222222222222
"100-32","ext","experts",5,3,5,5,100,32.8571428571429
"100-32","ext","experts",5,4,5,5,100,31.5238095238095
"100-32","ext","experts",5,5,5,5,100,33.6666666666667
"100-32","ext","experts",5,6,5,5,100,35.4313725490196
"100-32","ext","experts",5,7,5,5,100,37.9313725490196
"100-32","ext","experts",5,8,5,5,100,31.7435897435897
"100-32","ext","experts",5,9,5,5,100,31.5238095238095
"100-32","ext","experts",5,10,5,5,100,32.3508771929825
"100-32","ext","experts",5,11,5,5,100,31.9342105263158
"100-32","ext","experts",5,12,5,5,100,31.9236058059587
"100-32","ext","experts",5,13,5,5,100,31.4474153297683
"100-32","ext","experts",5,14,5,5,100,27.2429667519182
"100-32","ext","experts",5,15,1,1,100,0
"100-32","ext","experts",5,16,1,1,100,0
"100-32","ext","experts",5,17,1,1,100,0
"100-32","ext","experts",5,18,1,1,100,0
"100-32","ext","experts",5,19,1,1,100,0
"100-32","ext","experts",5,20,1,1,100,0
"100-32","ext","experts",6,0,6,6,100,21.6810966810967
"100-32","ext","experts",6,1,6,6,100,32.6851851851852
"100-32","ext","experts",6,2,6,6,100,28.5185185185185
"100-32","ext","experts",6,3,6,6,100,32.9365079365079
"100-32","ext","experts",6,4,6,6,100,31.6619981325864
"100-32","ext","experts",6,5,6,6,100,33.4477124183007
"100-32","ext","experts",6,6,6,6,100,31.907096171802
"100-32","ext","experts",6,7,6,6,100,33.9904295051354
"100-32","ext","experts",6,8,6,6,100,31.4529914529915
"100-32","ext","experts",6,9,6,6,100,29.6031746031746
"100-32","ext","experts",6,10,6,6,100,32.7691778465772
"100-32","ext","experts",6,11,6,6,100,32.421955624355
"100-32","ext","experts",6,12,6,6,100,30.5245734657499
"100-32","ext","experts",6,13,6,6,100,30.1277480689245
"100-32","ext","experts",6,14,6,6,100,26.6240409207161
"100-32","ext","experts",6,15,1,1,100,0
"100-32","ext","experts",6,16,1,1,100,0
"100-32","ext","experts",6,17,1,1,100,0
"100-32","ext","experts",6,18,1,1,100,0
"100-32","ext","experts",6,19,1,1,100,0
"100-32","ext","experts",6,20,1,1,100,0
"100-32","ext","experts",7,0,7,7,100,27.1552257266543
"100-32","ext","experts",7,1,7,7,100,29.2063492063492
"100-32","ext","experts",7,2,7,7,100,31.5873015873016
"100-32","ext","experts",7,3,7,7,100,32.7130852340936
"100-32","ext","experts",7,4,7,7,100,30.500200080032
"100-32","ext","experts",7,5,7,7,100,30.867269984917
"100-32","ext","experts",7,6,7,7,100,32.4418858452472
"100-32","ext","experts",7,7,7,7,100,33.6864745898359
"100-32","ext","experts",7,8,7,7,100,30.0209314495029
"100-32","ext","experts",7,9,7,7,100,29.8559423769508
"100-32","ext","experts",7,10,7,7,100,30.46881910659
"100-32","ext","experts",7,11,7,7,100,30.171200058971
"100-32","ext","experts",7,12,7,7,100,30.717918746446
"100-32","ext","experts",7,13,7,7,100,30.3777826920242
"100-32","ext","experts",7,14,7,7,100,25.6777493606138
"100-32","ext","experts",7,15,1,1,100,0
"100-32","ext","experts",7,16,1,1,100,0
"100-32","ext","experts",7,17,1,1,100,0
"100-32","ext","experts",7,18,1,1,100,0
"100-32","ext","experts",7,19,1,1,100,0
"100-32","ext","experts",7,20,1,1,100,0
"100-32","ext","experts",8,0,8,8,100,23.7608225108225
"100-32","ext","experts",8,1,8,8,100,31.8055555555556
"100-32","ext","experts",8,2,8,8,100,31.8055555555556
"100-32","ext","experts",8,3,8,8,100,32.6680672268908
"100-32","ext","experts",8,4,8,8,100,29.1311139840552
"100-32","ext","experts",8,5,8,8,100,29.5088612368024
"100-32","ext","experts",8,6,8,8,100,30.8866501145913
"100-32","ext","experts",8,7,8,8,100,34.0344887955182
"100-32","ext","experts",8,8,8,8,100,30.189883645766
"100-32","ext","experts",8,9,8,8,100,28.3210784313725
"100-32","ext","experts",8,10,8,8,100,29.0805598555212
"100-32","ext","experts",8,11,8,8,100,28.8201431888545
"100-32","ext","experts",8,12,8,8,100,28.2670677920291
"100-32","ext","experts",8,13,8,8,100,27.96944874441
"100-32","ext","experts",8,14,8,8,100,25.984907120743
"100-32","ext","experts",8,15,1,1,100,0
"100-32","ext","experts",8,16,1,1,100,0
"100-32","ext","experts",8,17,1,1,100,0
"100-32","ext","experts",8,18,1,1,100,0
"100-32","ext","experts",8,19,1,1,100,0
"100-32","ext","experts",8,20,1,1,100,0
"100-32","pos","experts",1,0,1,1,100,68.75
"100-32","pos","experts",1,1,1,1,100,68.75
"100-32","pos","experts",1,2,1,1,100,68.75
"100-32","pos","experts",1,3,1,1,100,68.75
"100-32","pos","experts",1,4,1,1,100,68.75
"100-32","pos","experts",1,5,1,1,100,68.75
"100-32","pos","experts",1,6,1,1,100,68.75
"100-32","pos","experts",1,7,1,1,100,68.75
"100-32","pos","experts",1,8,1,1,100,68.75
"100-32","pos","experts",1,9,1,1,100,68.75
"100-32","pos","experts",1,10,1,1,100,68.75
"100-32","pos","experts",1,11,1,1,100,68.75
"100-32","pos","experts",1,12,1,1,100,68.75
"100-32","pos","experts",1,13,1,1,100,68.75
"100-32","pos","experts",1,14,1,1,100,68.75
"100-32","pos","experts",1,15,1,1,100,68.75
"100-32","pos","experts",1,16,1,1,100,68.75
"100-32","pos","experts",1,17,1,1,100,68.75
"100-32","pos","experts",1,18,1,1,100,68.75
"100-32","pos","experts",1,19,1,1,100,68.75
"100-32","pos","experts",1,20,1,1,100,68.75
"100-32","pos","experts",2,0,2,2,100,59.4117647058823
"100-32","pos","experts",2,1,2,2,100,59.4117647058823
"100-32","pos","experts",2,2,2,2,100,59.4117647058823
"100-32","pos","experts",2,3,2,2,100,59.4117647058823
"100-32","pos","experts",2,4,2,2,100,59.4117647058823
"100-32","pos","experts",2,5,2,2,100,59.4117647058823
"100-32","pos","experts",2,6,2,2,100,59.375
"100-32","pos","experts",2,7,2,2,100,59.375
"100-32","pos","experts",2,8,2,2,100,56.4705882352941
"100-32","pos","experts",2,9,2,2,100,55
"100-32","pos","experts",2,10,2,2,100,54.9632352941177
"100-32","pos","experts",2,11,2,2,100,54.9632352941177
"100-32","pos","experts",2,12,2,2,100,47.5
"100-32","pos","experts",2,13,2,2,100,47.5
"100-32","pos","experts",2,14,2,2,100,47.5
"100-32","pos","experts",2,15,2,2,100,47.5
"100-32","pos","experts",2,16,2,2,100,47.5
"100-32","pos","experts",2,17,2,2,100,47.5
"100-32","pos","experts",2,18,2,2,100,48.6607142857143
"100-32","pos","experts",2,19,2,2,100,48.6607142857143
"100-32","pos","experts",2,20,2,2,100,48.6607142857143
"100-32","pos","experts",3,0,3,3,100,53.3333333333333
"100-32","pos","experts",3,1,3,3,100,53.3333333333333
"100-32","pos","experts",3,2,3,3,100,53.3333333333333
"100-32","pos","experts",3,3,3,3,100,53.3333333333333
"100-32","pos","experts",3,4,3,3,100,53.3333333333333
"100-32","pos","experts",3,5,3,3,100,53.3333333333333
"100-32","pos","experts",3,6,3,3,100,53.3333333333333
"100-32","pos","experts",3,7,3,3,100,53.3333333333333
"100-32","pos","experts",3,8,3,3,100,50.9278711484594
"100-32","pos","experts",3,9,3,3,100,49.9754901960784
"100-32","pos","experts",3,10,3,3,100,42.7777777777778
"100-32","pos","experts",3,11,3,3,100,42.7777777777778
"100-32","pos","experts",3,12,3,3,100,41.1904761904762
"100-32","pos","experts",3,13,3,3,100,41.1904761904762
"100-32","pos","experts",3,14,3,3,100,41.1904761904762
"100-32","pos","experts",3,15,3,3,100,41.1904761904762
"100-32","pos","experts",3,16,3,3,100,41.1904761904762
"100-32","pos","experts",3,17,3,3,100,36.4285714285714
"100-32","pos","experts",3,18,3,3,100,40.2836134453782
"100-32","pos","experts",3,19,2,2,100,48.6607142857143
"100-32","pos","experts",3,20,2,2,100,48.6607142857143
"100-32","pos","experts",4,0,4,4,100,52.4816176470588
"100-32","pos","experts",4,1,4,4,100,52.4816176470588
"100-32","pos","experts",4,2,4,4,100,50
"100-32","pos","experts",4,3,4,4,100,50
"100-32","pos","experts",4,4,4,4,100,50
"100-32","pos","experts",4,5,4,4,100,50
"100-32","pos","experts",4,6,4,4,100,48.0208333333333
"100-32","pos","experts",4,7,4,4,100,48.0208333333333
"100-32","pos","experts",4,8,4,4,100,46.5292366946779
"100-32","pos","experts",4,9,4,4,100,45.8149509803922
"100-32","pos","experts",4,10,4,4,100,39.8958333333333
"100-32","pos","experts",4,11,4,4,100,39.8958333333333
"100-32","pos","experts",4,12,4,4,100,35.0595238095238
"100-32","pos","experts",4,13,4,4,100,35.0595238095238
"100-32","pos","experts",4,14,4,4,100,35.0595238095238
"100-32","pos","experts",4,15,4,4,100,35.0595238095238
"100-32","pos","experts",4,16,4,4,100,37.4718045112782
"100-32","pos","experts",4,17,4,4,100,33.9003759398496
"100-32","pos","experts",4,18,3,3,100,40.2836134453782
"100-32","pos","experts",4,19,2,2,100,48.6607142857143
"100-32","pos","experts",4,20,2,2,100,48.6607142857143
"100-32","pos","experts",5,0,5,5,100,45.9852941176471
"100-32","pos","experts",5,1,5,5,100,45.9852941176471
"100-32","pos","experts",5,2,5,5,100,44.7058823529412
"100-32","pos","experts",5,3,5,5,100,44.7058823529412
"100-32","pos","experts",5,4,5,5,100,45.2773109243698
"100-32","pos","experts",5,5,5,5,100,44.7058823529412
"100-32","pos","experts",5,6,5,5,100,45.7967914438503
"100-32","pos","experts",5,7,5,5,100,43.1225490196078
"100-32","pos","experts",5,8,5,5,100,40.5567226890756
"100-32","pos","experts",5,9,5,5,100,39.9852941176471
"100-32","pos","experts",5,10,5,5,100,37.6309523809524
"100-32","pos","experts",5,11,5,5,100,37.6309523809524
"100-32","pos","experts",5,12,5,5,100,32.047619047619
"100-32","pos","experts",5,13,5,5,100,33.3107769423559
"100-32","pos","experts",5,14,5,5,100,33.3107769423559
"100-32","pos","experts",5,15,5,5,100,33.3107769423559
"100-32","pos","experts",5,16,4,4,100,37.4718045112782
"100-32","pos","experts",5,17,4,4,100,33.9003759398496
"100-32","pos","experts",5,18,3,3,100,40.2836134453782
"100-32","pos","experts",5,19,2,2,100,48.6607142857143
"100-32","pos","experts",5,20,2,2,100,48.6607142857143
"100-32","pos","experts",6,0,6,6,100,41.0988562091503
"100-32","pos","experts",6,1,6,6,100,41.0988562091503
"100-32","pos","experts",6,2,6,6,100,40.5882352941176
"100-32","pos","experts",6,3,6,6,100,40.5882352941176
"100-32","pos","experts",6,4,6,6,100,41.0644257703081
"100-32","pos","experts",6,5,6,6,100,40.5882352941176
"100-32","pos","experts",6,6,6,6,100,41.1051693404635
"100-32","pos","experts",6,7,6,6,100,38.125
"100-32","pos","experts",6,8,6,6,100,37.0243930905696
"100-32","pos","experts",6,9,6,6,100,36.2622549019608
"100-32","pos","experts",6,10,6,6,100,36.624649859944
"100-32","pos","experts",6,11,6,6,100,36.624649859944
"100-32","pos","experts",6,12,6,6,100,30.6683375104428
"100-32","pos","experts",6,13,6,6,100,31.7209690893901
"100-32","pos","experts",6,14,6,6,100,30.7001572558848
"100-32","pos","experts",6,15,6,6,100,30.7001572558848
"100-32","pos","experts",6,16,4,4,100,37.4718045112782
"100-32","pos","experts",6,17,4,4,100,33.9003759398496
"100-32","pos","experts",6,18,3,3,100,40.2836134453782
"100-32","pos","experts",6,19,2,2,100,48.6607142857143
"100-32","pos","experts",6,20,2,2,100,48.6607142857143
"100-32","pos","experts",7,0,7,7,100,36.8148926237162
"100-32","pos","experts",7,1,7,7,100,36.8148926237162
"100-32","pos","experts",7,2,7,7,100,37.3109243697479
"100-32","pos","experts",7,3,7,7,100,37.3109243697479
"100-32","pos","experts",7,4,7,7,100,38.8220288115246
"100-32","pos","experts",7,5,7,7,100,38.4138655462185
"100-32","pos","experts",7,6,7,7,100,37.1097529921059
"100-32","pos","experts",7,7,7,7,100,36.3200280112045
"100-32","pos","experts",7,8,7,7,100,34.2562024809924
"100-32","pos","experts",7,9,7,7,100,35.1635654261705
"100-32","pos","experts",7,10,7,7,100,33.9135654261705
"100-32","pos","experts",7,11,7,7,100,33.9135654261705
"100-32","pos","experts",7,12,7,7,100,28.9751163623344
"100-32","pos","experts",7,13,7,7,100,29.7104104799815
"100-32","pos","experts",7,14,6,6,100,30.7001572558848
"100-32","pos","experts",7,15,6,6,100,30.7001572558848
"100-32","pos","experts",7,16,4,4,100,37.4718045112782
"100-32","pos","experts",7,17,4,4,100,33.9003759398496
"100-32","pos","experts",7,18,3,3,100,40.2836134453782
"100-32","pos","experts",7,19,2,2,100,48.6607142857143
"100-32","pos","experts",7,20,2,2,100,48.6607142857143
"100-32","pos","experts",8,0,8,8,100,34.0512663398693
"100-32","pos","experts",8,1,8,8,100,34.0512663398693
"100-32","pos","experts",8,2,8,8,100,33.5609243697479
"100-32","pos","experts",8,3,8,8,100,34.6231617647059
"100-32","pos","experts",8,4,8,8,100,34.7045693277311
"100-32","pos","experts",8,5,8,8,100,34.3474264705882
"100-32","pos","experts",8,6,8,8,100,35.4503676470588
"100-32","pos","experts",8,7,8,8,100,34.2003676470588
"100-32","pos","experts",8,8,8,8,100,33.5456057422969
"100-32","pos","experts",8,9,8,8,100,32.2904688191066
"100-32","pos","experts",8,10,8,8,100,33.3202030812325
"100-32","pos","experts",8,11,8,8,100,31.297176765443
"100-32","pos","experts",8,12,8,8,100,28.0678732816891
"100-32","pos","experts",8,13,8,8,100,27.6687582927908
"100-32","pos","experts",8,14,6,6,100,30.7001572558848
"100-32","pos","experts",8,15,6,6,100,30.7001572558848
"100-32","pos","experts",8,16,4,4,100,37.4718045112782
"100-32","pos","experts",8,17,4,4,100,33.9003759398496
"100-32","pos","experts",8,18,3,3,100,40.2836134453782
"100-32","pos","experts",8,19,2,2,100,48.6607142857143
"100-32","pos","experts",8,20,2,2,100,48.6607142857143
"100-9","ext","experts",1,0,1,1,100,0
"100-9","ext","experts",1,1,1,1,100,0
"100-9","ext","experts",1,2,1,1,100,0
"100-9","ext","experts",1,3,1,1,100,0
"100-9","ext","experts",1,4,1,1,100,0
"100-9","ext","experts",1,5,1,1,100,0
"100-9","ext","experts",1,6,1,1,100,0
"100-9","ext","experts",1,7,1,1,100,0
"100-9","ext","experts",1,8,1,1,100,0
"100-9","ext","experts",1,9,1,1,100,0
"100-9","ext","experts",1,10,1,1,100,0
"100-9","ext","experts",1,11,1,1,100,0
"100-9","ext","experts",1,12,1,1,100,0
"100-9","ext","experts",1,13,1,1,100,0
"100-9","ext","experts",1,14,1,1,100,0
"100-9","ext","experts",1,15,1,1,100,0
"100-9","ext","experts",1,16,1,1,100,0
"100-9","ext","experts",1,17,1,1,100,0
"100-9","ext","experts",1,18,1,1,100,0
"100-9","ext","experts",1,19,1,1,100,0
"100-9","ext","experts",1,20,1,1,100,0
"100-9","ext","experts",2,0,2,2,100,0
"100-9","ext","experts",2,1,2,2,100,0
"100-9","ext","experts",2,2,2,2,100,0
"100-9","ext","experts",2,3,2,2,100,0
"100-9","ext","experts",2,4,2,2,100,0
"100-9","ext","experts",2,5,2,2,100,0
"100-9","ext","experts",2,6,2,2,100,0
"100-9","ext","experts",2,7,2,2,100,0
"100-9","ext","experts",2,8,2,2,100,0
"100-9","ext","experts",2,9,1,1,100,0
"100-9","ext","experts",2,10,1,1,100,0
"100-9","ext","experts",2,11,1,1,100,0
"100-9","ext","experts",2,12,1,1,100,0
"100-9","ext","experts",2,13,1,1,100,0
"100-9","ext","experts",2,14,1,1,100,0
"100-9","ext","experts",2,15,1,1,100,0
"100-9","ext","experts",2,16,1,1,100,0
"100-9","ext","experts",2,17,1,1,100,0
"100-9","ext","experts",2,18,1,1,100,0
"100-9","ext","experts",2,19,1,1,100,0
"100-9","ext","experts",2,20,1,1,100,0
"100-9","ext","experts",3,0,3,3,100,0
"100-9","ext","experts",3,1,3,3,100,0
"100-9","ext","experts",3,2,3,3,100,0
"100-9","ext","experts",3,3,3,3,100,0
"100-9","ext","experts",3,4,2,2,100,0
"100-9","ext","experts",3,5,2,2,100,0
"100-9","ext","experts",3,6,2,2,100,0
"100-9","ext","experts",3,7,2,2,100,0
"100-9","ext","experts",3,8,2,2,100,0
"100-9","ext","experts",3,9,1,1,100,0
"100-9","ext","experts",3,10,1,1,100,0
"100-9","ext","experts",3,11,1,1,100,0
"100-9","ext","experts",3,12,1,1,100,0
"100-9","ext","experts",3,13,1,1,100,0
"100-9","ext","experts",3,14,1,1,100,0
"100-9","ext","experts",3,15,1,1,100,0
"100-9","ext","experts",3,16,1,1,100,0
"100-9","ext","experts",3,17,1,1,100,0
"100-9","ext","experts",3,18,1,1,100,0
"100-9","ext","experts",3,19,1,1,100,0
"100-9","ext","experts",3,20,1,1,100,0
"100-9","ext","experts",4,0,4,4,100,0
"100-9","ext","experts",4,1,4,4,100,0
"100-9","ext","experts",4,2,4,4,100,0
"100-9","ext","experts",4,3,4,4,100,0
"100-9","ext","experts",4,4,2,2,100,0
"100-9","ext","experts",4,5,2,2,100,0
"100-9","ext","experts",4,6,2,2,100,0
"100-9","ext","experts",4,7,2,2,100,0
"100-9","ext","experts",4,8,2,2,100,0
"100-9","ext","experts",4,9,1,1,100,0
"100-9","ext","experts",4,10,1,1,100,0
"100-9","ext","experts",4,11,1,1,100,0
"100-9","ext","experts",4,12,1,1,100,0
"100-9","ext","experts",4,13,1,1,100,0
"100-9","ext","experts",4,14,1,1,100,0
"100-9","ext","experts",4,15,1,1,100,0
"100-9","ext","experts",4,16,1,1,100,0
"100-9","ext","experts",4,17,1,1,100,0
"100-9","ext","experts",4,18,1,1,100,0
"100-9","ext","experts",4,19,1,1,100,0
"100-9","ext","experts",4,20,1,1,100,0
"100-9","ext","experts",5,0,5,5,100,0
"100-9","ext","experts",5,1,5,5,100,0
"100-9","ext","experts",5,2,5,5,100,0
"100-9","ext","experts",5,3,5,5,100,0
"100-9","ext","experts",5,4,2,2,100,0
"100-9","ext","experts",5,5,2,2,100,0
"100-9","ext","experts",5,6,2,2,100,0
"100-9","ext","experts",5,7,2,2,100,0
"100-9","ext","experts",5,8,2,2,100,0
