"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",0,6,0,0,0,0
"cluster_1","Uninterested",0,5,0,0,0,0
"cluster_1","Homo.Economicus",0,3,0,0,0,0
"cluster_1","Fearful",0,7,0,0,0,0
"cluster_1","Stubborn",0,5,0,0,0,0
"cluster_1","Influencer",0,5,0,0,0,0
"cluster_1","Careful",0,7,0,0,0,0
"cluster_2","Early.Adopter",3,6,1,33.3333333333333,16.6666666666667,12.5
"cluster_2","Uninterested",3,5,3,100,60,60
"cluster_2","Homo.Economicus",3,3,1,33.3333333333333,33.3333333333333,20
"cluster_2","Fearful",3,7,3,100,42.8571428571429,42.8571428571429
"cluster_2","Stubborn",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_2","Influencer",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_2","Careful",3,7,3,100,42.8571428571429,42.8571428571429
"cluster_3","Early.Adopter",9,6,6,66.6666666666667,100,66.6666666666667
"cluster_3","Uninterested",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_3","Homo.Economicus",9,3,3,33.3333333333333,100,33.3333333333333
"cluster_3","Fearful",9,7,7,77.7777777777778,100,77.7777777777778
"cluster_3","Stubborn",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_3","Influencer",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_3","Careful",9,7,7,77.7777777777778,100,77.7777777777778
"cluster_4","Early.Adopter",3,6,3,100,50,50
"cluster_4","Uninterested",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_4","Homo.Economicus",3,3,1,33.3333333333333,33.3333333333333,20
"cluster_4","Fearful",3,7,1,33.3333333333333,14.2857142857143,11.1111111111111
"cluster_4","Stubborn",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_4","Influencer",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_4","Careful",3,7,1,33.3333333333333,14.2857142857143,11.1111111111111
"cluster_5","Early.Adopter",6,6,3,50,50,33.3333333333333
"cluster_5","Uninterested",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_5","Homo.Economicus",6,3,3,50,100,50
"cluster_5","Fearful",6,7,5,83.3333333333333,71.4285714285714,62.5
"cluster_5","Stubborn",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_5","Influencer",6,5,2,33.3333333333333,40,22.2222222222222
"cluster_5","Careful",6,7,5,83.3333333333333,71.4285714285714,62.5
"cluster_6","Early.Adopter",4,6,2,50,33.3333333333333,25
"cluster_6","Uninterested",4,5,3,75,60,50
"cluster_6","Homo.Economicus",4,3,2,50,66.6666666666667,40
"cluster_6","Fearful",4,7,3,75,42.8571428571429,37.5
"cluster_6","Stubborn",4,5,3,75,60,50
"cluster_6","Influencer",4,5,2,50,40,28.5714285714286
"cluster_6","Careful",4,7,3,75,42.8571428571429,37.5
"cluster_7","Early.Adopter",3,6,2,66.6666666666667,33.3333333333333,28.5714285714286
"cluster_7","Uninterested",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_7","Homo.Economicus",3,3,0,0,0,0
"cluster_7","Fearful",3,7,2,66.6666666666667,28.5714285714286,25
"cluster_7","Stubborn",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_7","Influencer",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_7","Careful",3,7,2,66.6666666666667,28.5714285714286,25
"cluster_8","Early.Adopter",4,6,2,50,33.3333333333333,25
"cluster_8","Uninterested",4,5,2,50,40,28.5714285714286
"cluster_8","Homo.Economicus",4,3,0,0,0,0
"cluster_8","Fearful",4,7,2,50,28.5714285714286,22.2222222222222
"cluster_8","Stubborn",4,5,1,25,20,12.5
"cluster_8","Influencer",4,5,1,25,20,12.5
"cluster_8","Careful",4,7,2,50,28.5714285714286,22.2222222222222
