"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_1","Fearful",5,8,5,100,62.5,62.5
"cluster_1","Careful",5,5,5,100,100,100
"cluster_1","Stubborn",5,7,5,100,71.4285714285714,71.4285714285714
"cluster_1","Influencer",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_1","Uninterested",5,8,4,80,50,44.4444444444444
"cluster_1","Homo.Economicus",5,8,4,80,50,44.4444444444444
"cluster_1","X8",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_2","Early.Adopter",8,7,7,87.5,100,87.5
"cluster_2","Fearful",8,8,7,87.5,87.5,77.7777777777778
"cluster_2","Careful",8,5,4,50,80,44.4444444444444
"cluster_2","Stubborn",8,7,6,75,85.7142857142857,66.6666666666667
"cluster_2","Influencer",8,7,7,87.5,100,87.5
"cluster_2","Uninterested",8,8,7,87.5,87.5,77.7777777777778
"cluster_2","Homo.Economicus",8,8,8,100,100,100
"cluster_2","X8",8,7,7,87.5,100,87.5
"cluster_3","Early.Adopter",0,7,0,0,0,0
"cluster_3","Fearful",0,8,0,0,0,0
"cluster_3","Careful",0,5,0,0,0,0
"cluster_3","Stubborn",0,7,0,0,0,0
"cluster_3","Influencer",0,7,0,0,0,0
"cluster_3","Uninterested",0,8,0,0,0,0
"cluster_3","Homo.Economicus",0,8,0,0,0,0
"cluster_3","X8",0,7,0,0,0,0
