"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",0,7,0,0,0,0
"cluster_1","Fearful",0,8,0,0,0,0
"cluster_1","Careful",0,5,0,0,0,0
"cluster_1","Stubborn",0,7,0,0,0,0
"cluster_1","Influencer",0,7,0,0,0,0
"cluster_1","Uninterested",0,8,0,0,0,0
"cluster_1","Homo.Economicus",0,8,0,0,0,0
"cluster_1","X8",0,7,0,0,0,0
"cluster_2","Early.Adopter",3,7,2,66.6666666666667,28.5714285714286,25
"cluster_2","Fearful",3,8,3,100,37.5,37.5
"cluster_2","Careful",3,5,3,100,60,60
"cluster_2","Stubborn",3,7,3,100,42.8571428571429,42.8571428571429
"cluster_2","Influencer",3,7,1,33.3333333333333,14.2857142857143,11.1111111111111
"cluster_2","Uninterested",3,8,3,100,37.5,37.5
"cluster_2","Homo.Economicus",3,8,2,66.6666666666667,25,22.2222222222222
"cluster_2","X8",3,7,2,66.6666666666667,28.5714285714286,25
"cluster_3","Early.Adopter",3,7,3,100,42.8571428571429,42.8571428571429
"cluster_3","Fearful",3,8,2,66.6666666666667,25,22.2222222222222
"cluster_3","Careful",3,5,0,0,0,0
"cluster_3","Stubborn",3,7,2,66.6666666666667,28.5714285714286,25
"cluster_3","Influencer",3,7,3,100,42.8571428571429,42.8571428571429
"cluster_3","Uninterested",3,8,3,100,37.5,37.5
"cluster_3","Homo.Economicus",3,8,3,100,37.5,37.5
"cluster_3","X8",3,7,3,100,42.8571428571429,42.8571428571429
