"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early Adopter",5,0,0,0,0,0
"cluster_1","Uninterested",5,0,0,0,0,0
"cluster_1","Homo Economicus",5,0,0,0,0,0
"cluster_1","Fearful",5,0,0,0,0,0
"cluster_1","Stubborn",5,0,0,0,0,0
"cluster_1","Influencer",5,0,0,0,0,0
"cluster_1","Careful",5,0,0,0,0,0
"cluster_1","Activist",5,0,0,0,0,0
"cluster_2","Early Adopter",8,0,0,0,0,0
"cluster_2","Uninterested",8,0,0,0,0,0
"cluster_2","Homo Economicus",8,0,0,0,0,0
"cluster_2","Fearful",8,0,0,0,0,0
"cluster_2","Stubborn",8,0,0,0,0,0
"cluster_2","Influencer",8,0,0,0,0,0
"cluster_2","Careful",8,0,0,0,0,0
"cluster_2","Activist",8,0,0,0,0,0
"cluster_3","Early Adopter",0,0,0,0,0,0
"cluster_3","Uninterested",0,0,0,0,0,0
"cluster_3","Homo Economicus",0,0,0,0,0,0
"cluster_3","Fearful",0,0,0,0,0,0
"cluster_3","Stubborn",0,0,0,0,0,0
"cluster_3","Influencer",0,0,0,0,0,0
"cluster_3","Careful",0,0,0,0,0,0
"cluster_3","Activist",0,0,0,0,0,0
