"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",3,4,2,66.6666666666667,50,40
"cluster_1","Uninterested",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_1","Homo.Economicus",3,4,2,66.6666666666667,50,40
"cluster_1","Fearful",3,4,2,66.6666666666667,50,40
"cluster_1","Stubborn",3,2,2,66.6666666666667,100,66.6666666666667
"cluster_1","Influencer",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_1","Careful",3,5,3,100,60,60
"cluster_1","Activist",3,3,2,66.6666666666667,66.6666666666667,50
"cluster_2","Early.Adopter",3,4,2,66.6666666666667,50,40
"cluster_2","Uninterested",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_2","Homo.Economicus",3,4,3,100,75,75
"cluster_2","Fearful",3,4,2,66.6666666666667,50,40
"cluster_2","Stubborn",3,2,2,66.6666666666667,100,66.6666666666667
"cluster_2","Influencer",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_2","Careful",3,5,3,100,60,60
"cluster_2","Activist",3,3,3,100,100,100
"cluster_3","Early.Adopter",3,4,2,66.6666666666667,50,40
"cluster_3","Uninterested",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_3","Homo.Economicus",3,4,3,100,75,75
"cluster_3","Fearful",3,4,2,66.6666666666667,50,40
"cluster_3","Stubborn",3,2,2,66.6666666666667,100,66.6666666666667
"cluster_3","Influencer",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_3","Careful",3,5,3,100,60,60
"cluster_3","Activist",3,3,2,66.6666666666667,66.6666666666667,50
"cluster_4","Early.Adopter",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_4","Uninterested",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_4","Homo.Economicus",3,4,2,66.6666666666667,50,40
"cluster_4","Fearful",3,4,2,66.6666666666667,50,40
"cluster_4","Stubborn",3,2,1,33.3333333333333,50,25
"cluster_4","Influencer",3,4,0,0,0,0
"cluster_4","Careful",3,5,3,100,60,60
"cluster_4","Activist",3,3,2,66.6666666666667,66.6666666666667,50
"cluster_5","Early.Adopter",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_5","Uninterested",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_5","Homo.Economicus",3,4,2,66.6666666666667,50,40
"cluster_5","Fearful",3,4,2,66.6666666666667,50,40
"cluster_5","Stubborn",3,2,1,33.3333333333333,50,25
"cluster_5","Influencer",3,4,0,0,0,0
"cluster_5","Careful",3,5,3,100,60,60
"cluster_5","Activist",3,3,1,33.3333333333333,33.3333333333333,20
"cluster_6","Early.Adopter",2,4,2,100,50,50
"cluster_6","Uninterested",2,5,1,50,20,16.6666666666667
"cluster_6","Homo.Economicus",2,4,2,100,50,50
"cluster_6","Fearful",2,4,1,50,25,20
"cluster_6","Stubborn",2,2,2,100,100,100
"cluster_6","Influencer",2,4,1,50,25,20
"cluster_6","Careful",2,5,2,100,40,40
"cluster_6","Activist",2,3,2,100,66.6666666666667,66.6666666666667
"cluster_7","Early.Adopter",3,4,2,66.6666666666667,50,40
"cluster_7","Uninterested",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_7","Homo.Economicus",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_7","Fearful",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_7","Stubborn",3,2,1,33.3333333333333,50,25
"cluster_7","Influencer",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_7","Careful",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_7","Activist",3,3,1,33.3333333333333,33.3333333333333,20
"cluster_8","Early.Adopter",3,4,3,100,75,75
"cluster_8","Uninterested",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_8","Homo.Economicus",3,4,2,66.6666666666667,50,40
"cluster_8","Fearful",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_8","Stubborn",3,2,2,66.6666666666667,100,66.6666666666667
"cluster_8","Influencer",3,4,2,66.6666666666667,50,40
"cluster_8","Careful",3,5,2,66.6666666666667,40,33.3333333333333
"cluster_8","Activist",3,3,2,66.6666666666667,66.6666666666667,50
