"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_1","Fearful",5,8,5,100,62.5,62.5
"cluster_1","Careful",5,5,5,100,100,100
"cluster_1","Stubborn",5,7,5,100,71.4285714285714,71.4285714285714
"cluster_1","Influencer",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_1","Uninterested",5,8,4,80,50,44.4444444444444
"cluster_1","Homo.Economicus",5,8,4,80,50,44.4444444444444
"cluster_1","X8",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_2","Early.Adopter",6,7,5,83.3333333333333,71.4285714285714,62.5
"cluster_2","Fearful",6,8,5,83.3333333333333,62.5,55.5555555555556
"cluster_2","Careful",6,5,2,33.3333333333333,40,22.2222222222222
"cluster_2","Stubborn",6,7,4,66.6666666666667,57.1428571428571,44.4444444444444
"cluster_2","Influencer",6,7,6,100,85.7142857142857,85.7142857142857
"cluster_2","Uninterested",6,8,5,83.3333333333333,62.5,55.5555555555556
"cluster_2","Homo.Economicus",6,8,6,100,75,75
"cluster_2","X8",6,7,5,83.3333333333333,71.4285714285714,62.5
