bootstrap_id,target_sample_type,target_electoral_group,n,prop_bootstrap
9,voter,PFE,56,0.056
9,voter,RENEW,53,0.053
9,voter,SD,98,0.098
10,abstention,ABSTENTION,506,0.506
10,voter,ECR,53,0.053
10,voter,EPP,122,0.122
10,voter,ESN,22,0.022
10,voter,GREENS_EFA,35,0.035
10,voter,GUE_NGL,32,0.032
10,voter,NI,23,0.023
10,voter,PFE,56,0.056
10,voter,RENEW,53,0.053
10,voter,SD,98,0.098
11,abstention,ABSTENTION,506,0.506
11,voter,ECR,53,0.053
11,voter,EPP,122,0.122
11,voter,ESN,22,0.022
11,voter,GREENS_EFA,35,0.035
11,voter,GUE_NGL,32,0.032
11,voter,NI,23,0.023
11,voter,PFE,56,0.056
11,voter,RENEW,53,0.053
11,voter,SD,98,0.098
12,abstention,ABSTENTION,506,0.506
12,voter,ECR,53,0.053
12,voter,EPP,122,0.122
12,voter,ESN,22,0.022
12,voter,GREENS_EFA,35,0.035
12,voter,GUE_NGL,32,0.032
12,voter,NI,23,0.023
12,voter,PFE,56,0.056
12,voter,RENEW,53,0.053
12,voter,SD,98,0.098
13,abstention,ABSTENTION,506,0.506
13,voter,ECR,53,0.053
13,voter,EPP,122,0.122
13,voter,ESN,22,0.022
13,voter,GREENS_EFA,35,0.035
13,voter,GUE_NGL,32,0.032
13,voter,NI,23,0.023
13,voter,PFE,56,0.056
13,voter,RENEW,53,0.053
13,voter,SD,98,0.098
14,abstention,ABSTENTION,506,0.506
14,voter,ECR,53,0.053
14,voter,EPP,122,0.122
14,voter,ESN,22,0.022
14,voter,GREENS_EFA,35,0.035
14,voter,GUE_NGL,32,0.032
14,voter,NI,23,0.023
14,voter,PFE,56,0.056
14,voter,RENEW,53,0.053
14,voter,SD,98,0.098
15,abstention,ABSTENTION,506,0.506
15,voter,ECR,53,0.053
15,voter,EPP,122,0.122
15,voter,ESN,22,0.022
15,voter,GREENS_EFA,35,0.035
15,voter,GUE_NGL,32,0.032
15,voter,NI,23,0.023
15,voter,PFE,56,0.056
15,voter,RENEW,53,0.053
15,voter,SD,98,0.098
16,abstention,ABSTENTION,506,0.506
16,voter,ECR,53,0.053
16,voter,EPP,122,0.122
16,voter,ESN,22,0.022
16,voter,GREENS_EFA,35,0.035
16,voter,GUE_NGL,32,0.032
16,voter,NI,23,0.023
16,voter,PFE,56,0.056
16,voter,RENEW,53,0.053
16,voter,SD,98,0.098
17,abstention,ABSTENTION,506,0.506
17,voter,ECR,53,0.053
17,voter,EPP,122,0.122
17,voter,ESN,22,0.022
17,voter,GREENS_EFA,35,0.035
17,voter,GUE_NGL,32,0.032
17,voter,NI,23,0.023
17,voter,PFE,56,0.056
17,voter,RENEW,53,0.053
17,voter,SD,98,0.098
18,abstention,ABSTENTION,506,0.506
18,voter,ECR,53,0.053
18,voter,EPP,122,0.122
18,voter,ESN,22,0.022
18,voter,GREENS_EFA,35,0.035
18,voter,GUE_NGL,32,0.032
18,voter,NI,23,0.023
18,voter,PFE,56,0.056
18,voter,RENEW,53,0.053
18,voter,SD,98,0.098
19,abstention,ABSTENTION,506,0.506
19,voter,ECR,53,0.053
19,voter,EPP,122,0.122
19,voter,ESN,22,0.022
19,voter,GREENS_EFA,35,0.035
19,voter,GUE_NGL,32,0.032
19,voter,NI,23,0.023
19,voter,PFE,56,0.056
19,voter,RENEW,53,0.053
19,voter,SD,98,0.098
20,abstention,ABSTENTION,506,0.506
20,voter,ECR,53,0.053
20,voter,EPP,122,0.122
20,voter,ESN,22,0.022
20,voter,GREENS_EFA,35,0.035
20,voter,GUE_NGL,32,0.032
20,voter,NI,23,0.023
20,voter,PFE,56,0.056
20,voter,RENEW,53,0.053
20,voter,SD,98,0.098
21,abstention,ABSTENTION,506,0.506
21,voter,ECR,53,0.053
21,voter,EPP,122,0.122
21,voter,ESN,22,0.022
21,voter,GREENS_EFA,35,0.035
21,voter,GUE_NGL,32,0.032
21,voter,NI,23,0.023
21,voter,PFE,56,0.056
21,voter,RENEW,53,0.053
21,voter,SD,98,0.098
22,abstention,ABSTENTION,506,0.506
22,voter,ECR,53,0.053
22,voter,EPP,122,0.122
22,voter,ESN,22,0.022
22,voter,GREENS_EFA,35,0.035
22,voter,GUE_NGL,32,0.032
22,voter,NI,23,0.023
22,voter,PFE,56,0.056
22,voter,RENEW,53,0.053
22,voter,SD,98,0.098
23,abstention,ABSTENTION,506,0.506
23,voter,ECR,53,0.053
23,voter,EPP,122,0.122
23,voter,ESN,22,0.022
23,voter,GREENS_EFA,35,0.035
23,voter,GUE_NGL,32,0.032
23,voter,NI,23,0.023
23,voter,PFE,56,0.056
23,voter,RENEW,53,0.053
23,voter,SD,98,0.098
24,abstention,ABSTENTION,506,0.506
24,voter,ECR,53,0.053
24,voter,EPP,122,0.122
24,voter,ESN,22,0.022
24,voter,GREENS_EFA,35,0.035
24,voter,GUE_NGL,32,0.032
24,voter,NI,23,0.023
24,voter,PFE,56,0.056
24,voter,RENEW,53,0.053
24,voter,SD,98,0.098
25,abstention,ABSTENTION,506,0.506
25,voter,ECR,53,0.053
25,voter,EPP,122,0.122
25,voter,ESN,22,0.022
25,voter,GREENS_EFA,35,0.035
25,voter,GUE_NGL,32,0.032
25,voter,NI,23,0.023
25,voter,PFE,56,0.056
25,voter,RENEW,53,0.053
25,voter,SD,98,0.098
26,abstention,ABSTENTION,506,0.506
26,voter,ECR,53,0.053
26,voter,EPP,122,0.122
26,voter,ESN,22,0.022
26,voter,GREENS_EFA,35,0.035
26,voter,GUE_NGL,32,0.032
26,voter,NI,23,0.023
26,voter,PFE,56,0.056
26,voter,RENEW,53,0.053
26,voter,SD,98,0.098
27,abstention,ABSTENTION,506,0.506
27,voter,ECR,53,0.053
27,voter,EPP,122,0.122
27,voter,ESN,22,0.022
27,voter,GREENS_EFA,35,0.035
27,voter,GUE_NGL,32,0.032
27,voter,NI,23,0.023
27,voter,PFE,56,0.056
27,voter,RENEW,53,0.053
27,voter,SD,98,0.098
28,abstention,ABSTENTION,506,0.506
28,voter,ECR,53,0.053
28,voter,EPP,122,0.122
28,voter,ESN,22,0.022
28,voter,GREENS_EFA,35,0.035
28,voter,GUE_NGL,32,0.032
28,voter,NI,23,0.023
28,voter,PFE,56,0.056
28,voter,RENEW,53,0.053
28,voter,SD,98,0.098
29,abstention,ABSTENTION,506,0.506
29,voter,ECR,53,0.053
29,voter,EPP,122,0.122
29,voter,ESN,22,0.022
29,voter,GREENS_EFA,35,0.035
29,voter,GUE_NGL,32,0.032
29,voter,NI,23,0.023
29,voter,PFE,56,0.056
29,voter,RENEW,53,0.053
29,voter,SD,98,0.098
30,abstention,ABSTENTION,506,0.506
30,voter,ECR,53,0.053
30,voter,EPP,122,0.122
30,voter,ESN,22,0.022
30,voter,GREENS_EFA,35,0.035
30,voter,GUE_NGL,32,0.032
30,voter,NI,23,0.023
30,voter,PFE,56,0.056
30,voter,RENEW,53,0.053
30,voter,SD,98,0.098
31,abstention,ABSTENTION,506,0.506
31,voter,ECR,53,0.053
31,voter,EPP,122,0.122
31,voter,ESN,22,0.022
31,voter,GREENS_EFA,35,0.035
31,voter,GUE_NGL,32,0.032
31,voter,NI,23,0.023
31,voter,PFE,56,0.056
31,voter,RENEW,53,0.053
31,voter,SD,98,0.098
32,abstention,ABSTENTION,506,0.506
32,voter,ECR,53,0.053
32,voter,EPP,122,0.122
32,voter,ESN,22,0.022
32,voter,GREENS_EFA,35,0.035
32,voter,GUE_NGL,32,0.032
32,voter,NI,23,0.023
32,voter,PFE,56,0.056
32,voter,RENEW,53,0.053
32,voter,SD,98,0.098
33,abstention,ABSTENTION,506,0.506
33,voter,ECR,53,0.053
33,voter,EPP,122,0.122
33,voter,ESN,22,0.022
33,voter,GREENS_EFA,35,0.035
33,voter,GUE_NGL,32,0.032
33,voter,NI,23,0.023
33,voter,PFE,56,0.056
33,voter,RENEW,53,0.053
33,voter,SD,98,0.098
34,abstention,ABSTENTION,506,0.506
34,voter,ECR,53,0.053
34,voter,EPP,122,0.122
34,voter,ESN,22,0.022
34,voter,GREENS_EFA,35,0.035
34,voter,GUE_NGL,32,0.032
34,voter,NI,23,0.023
34,voter,PFE,56,0.056
34,voter,RENEW,53,0.053
34,voter,SD,98,0.098
35,abstention,ABSTENTION,506,0.506
35,voter,ECR,53,0.053
35,voter,EPP,122,0.122
35,voter,ESN,22,0.022
35,voter,GREENS_EFA,35,0.035
35,voter,GUE_NGL,32,0.032
35,voter,NI,23,0.023
35,voter,PFE,56,0.056
35,voter,RENEW,53,0.053
35,voter,SD,98,0.098
36,abstention,ABSTENTION,506,0.506
36,voter,ECR,53,0.053
36,voter,EPP,122,0.122
36,voter,ESN,22,0.022
36,voter,GREENS_EFA,35,0.035
36,voter,GUE_NGL,32,0.032
36,voter,NI,23,0.023
36,voter,PFE,56,0.056
36,voter,RENEW,53,0.053
36,voter,SD,98,0.098
37,abstention,ABSTENTION,506,0.506
37,voter,ECR,53,0.053
37,voter,EPP,122,0.122
37,voter,ESN,22,0.022
37,voter,GREENS_EFA,35,0.035
37,voter,GUE_NGL,32,0.032
37,voter,NI,23,0.023
37,voter,PFE,56,0.056
37,voter,RENEW,53,0.053
37,voter,SD,98,0.098
38,abstention,ABSTENTION,506,0.506
38,voter,ECR,53,0.053
38,voter,EPP,122,0.122
38,voter,ESN,22,0.022
38,voter,GREENS_EFA,35,0.035
38,voter,GUE_NGL,32,0.032
38,voter,NI,23,0.023
38,voter,PFE,56,0.056
38,voter,RENEW,53,0.053
38,voter,SD,98,0.098
39,abstention,ABSTENTION,506,0.506
39,voter,ECR,53,0.053
39,voter,EPP,122,0.122
39,voter,ESN,22,0.022
39,voter,GREENS_EFA,35,0.035
39,voter,GUE_NGL,32,0.032
39,voter,NI,23,0.023
39,voter,PFE,56,0.056
39,voter,RENEW,53,0.053
39,voter,SD,98,0.098
40,abstention,ABSTENTION,506,0.506
40,voter,ECR,53,0.053
40,voter,EPP,122,0.122
40,voter,ESN,22,0.022
40,voter,GREENS_EFA,35,0.035
40,voter,GUE_NGL,32,0.032
40,voter,NI,23,0.023
40,voter,PFE,56,0.056
40,voter,RENEW,53,0.053
40,voter,SD,98,0.098
41,abstention,ABSTENTION,506,0.506
41,voter,ECR,53,0.053
41,voter,EPP,122,0.122
41,voter,ESN,22,0.022
41,voter,GREENS_EFA,35,0.035
41,voter,GUE_NGL,32,0.032
41,voter,NI,23,0.023
41,voter,PFE,56,0.056
41,voter,RENEW,53,0.053
41,voter,SD,98,0.098
42,abstention,ABSTENTION,506,0.506
42,voter,ECR,53,0.053
42,voter,EPP,122,0.122
42,voter,ESN,22,0.022
42,voter,GREENS_EFA,35,0.035
42,voter,GUE_NGL,32,0.032
42,voter,NI,23,0.023
42,voter,PFE,56,0.056
42,voter,RENEW,53,0.053
42,voter,SD,98,0.098
43,abstention,ABSTENTION,506,0.506
43,voter,ECR,53,0.053
43,voter,EPP,122,0.122
43,voter,ESN,22,0.022
43,voter,GREENS_EFA,35,0.035
43,voter,GUE_NGL,32,0.032
43,voter,NI,23,0.023
43,voter,PFE,56,0.056
43,voter,RENEW,53,0.053
43,voter,SD,98,0.098
44,abstention,ABSTENTION,506,0.506
44,voter,ECR,53,0.053
44,voter,EPP,122,0.122
44,voter,ESN,22,0.022
44,voter,GREENS_EFA,35,0.035
44,voter,GUE_NGL,32,0.032
44,voter,NI,23,0.023
44,voter,PFE,56,0.056
44,voter,RENEW,53,0.053
44,voter,SD,98,0.098
45,abstention,ABSTENTION,506,0.506
45,voter,ECR,53,0.053
45,voter,EPP,122,0.122
45,voter,ESN,22,0.022
45,voter,GREENS_EFA,35,0.035
45,voter,GUE_NGL,32,0.032
45,voter,NI,23,0.023
45,voter,PFE,56,0.056
45,voter,RENEW,53,0.053
45,voter,SD,98,0.098
46,abstention,ABSTENTION,506,0.506
46,voter,ECR,53,0.053
46,voter,EPP,122,0.122
46,voter,ESN,22,0.022
46,voter,GREENS_EFA,35,0.035
46,voter,GUE_NGL,32,0.032
46,voter,NI,23,0.023
46,voter,PFE,56,0.056
46,voter,RENEW,53,0.053
46,voter,SD,98,0.098
47,abstention,ABSTENTION,506,0.506
47,voter,ECR,53,0.053
47,voter,EPP,122,0.122
47,voter,ESN,22,0.022
47,voter,GREENS_EFA,35,0.035
47,voter,GUE_NGL,32,0.032
47,voter,NI,23,0.023
47,voter,PFE,56,0.056
47,voter,RENEW,53,0.053
47,voter,SD,98,0.098
48,abstention,ABSTENTION,506,0.506
48,voter,ECR,53,0.053
48,voter,EPP,122,0.122
48,voter,ESN,22,0.022
48,voter,GREENS_EFA,35,0.035
48,voter,GUE_NGL,32,0.032
48,voter,NI,23,0.023
48,voter,PFE,56,0.056
48,voter,RENEW,53,0.053
48,voter,SD,98,0.098
49,abstention,ABSTENTION,506,0.506
49,voter,ECR,53,0.053
49,voter,EPP,122,0.122
49,voter,ESN,22,0.022
49,voter,GREENS_EFA,35,0.035
49,voter,GUE_NGL,32,0.032
49,voter,NI,23,0.023
49,voter,PFE,56,0.056
49,voter,RENEW,53,0.053
49,voter,SD,98,0.098
50,abstention,ABSTENTION,506,0.506
50,voter,ECR,53,0.053
50,voter,EPP,122,0.122
50,voter,ESN,22,0.022
50,voter,GREENS_EFA,35,0.035
50,voter,GUE_NGL,32,0.032
50,voter,NI,23,0.023
50,voter,PFE,56,0.056
50,voter,RENEW,53,0.053
50,voter,SD,98,0.098
51,abstention,ABSTENTION,506,0.506
51,voter,ECR,53,0.053
51,voter,EPP,122,0.122
51,voter,ESN,22,0.022
51,voter,GREENS_EFA,35,0.035
51,voter,GUE_NGL,32,0.032
51,voter,NI,23,0.023
51,voter,PFE,56,0.056
51,voter,RENEW,53,0.053
51,voter,SD,98,0.098
52,abstention,ABSTENTION,506,0.506
52,voter,ECR,53,0.053
52,voter,EPP,122,0.122
52,voter,ESN,22,0.022
52,voter,GREENS_EFA,35,0.035
52,voter,GUE_NGL,32,0.032
52,voter,NI,23,0.023
52,voter,PFE,56,0.056
52,voter,RENEW,53,0.053
52,voter,SD,98,0.098
53,abstention,ABSTENTION,506,0.506
53,voter,ECR,53,0.053
53,voter,EPP,122,0.122
53,voter,ESN,22,0.022
53,voter,GREENS_EFA,35,0.035
53,voter,GUE_NGL,32,0.032
53,voter,NI,23,0.023
53,voter,PFE,56,0.056
53,voter,RENEW,53,0.053
53,voter,SD,98,0.098
54,abstention,ABSTENTION,506,0.506
54,voter,ECR,53,0.053
54,voter,EPP,122,0.122
54,voter,ESN,22,0.022
54,voter,GREENS_EFA,35,0.035
54,voter,GUE_NGL,32,0.032
54,voter,NI,23,0.023
54,voter,PFE,56,0.056
54,voter,RENEW,53,0.053
54,voter,SD,98,0.098
55,abstention,ABSTENTION,506,0.506
55,voter,ECR,53,0.053
55,voter,EPP,122,0.122
55,voter,ESN,22,0.022
55,voter,GREENS_EFA,35,0.035
55,voter,GUE_NGL,32,0.032
55,voter,NI,23,0.023
55,voter,PFE,56,0.056
55,voter,RENEW,53,0.053
55,voter,SD,98,0.098
56,abstention,ABSTENTION,506,0.506
56,voter,ECR,53,0.053
56,voter,EPP,122,0.122
56,voter,ESN,22,0.022
56,voter,GREENS_EFA,35,0.035
56,voter,GUE_NGL,32,0.032
56,voter,NI,23,0.023
56,voter,PFE,56,0.056
56,voter,RENEW,53,0.053
56,voter,SD,98,0.098
57,abstention,ABSTENTION,506,0.506
57,voter,ECR,53,0.053
57,voter,EPP,122,0.122
57,voter,ESN,22,0.022
57,voter,GREENS_EFA,35,0.035
57,voter,GUE_NGL,32,0.032
57,voter,NI,23,0.023
57,voter,PFE,56,0.056
57,voter,RENEW,53,0.053
57,voter,SD,98,0.098
58,abstention,ABSTENTION,506,0.506
58,voter,ECR,53,0.053
58,voter,EPP,122,0.122
58,voter,ESN,22,0.022
58,voter,GREENS_EFA,35,0.035
58,voter,GUE_NGL,32,0.032
58,voter,NI,23,0.023
58,voter,PFE,56,0.056
58,voter,RENEW,53,0.053
58,voter,SD,98,0.098
59,abstention,ABSTENTION,506,0.506
59,voter,ECR,53,0.053
59,voter,EPP,122,0.122
59,voter,ESN,22,0.022
59,voter,GREENS_EFA,35,0.035
59,voter,GUE_NGL,32,0.032
59,voter,NI,23,0.023
59,voter,PFE,56,0.056
59,voter,RENEW,53,0.053
59,voter,SD,98,0.098
60,abstention,ABSTENTION,506,0.506
60,voter,ECR,53,0.053
60,voter,EPP,122,0.122
60,voter,ESN,22,0.022
60,voter,GREENS_EFA,35,0.035
60,voter,GUE_NGL,32,0.032
60,voter,NI,23,0.023
60,voter,PFE,56,0.056
60,voter,RENEW,53,0.053
60,voter,SD,98,0.098
61,abstention,ABSTENTION,506,0.506
61,voter,ECR,53,0.053
61,voter,EPP,122,0.122
61,voter,ESN,22,0.022
61,voter,GREENS_EFA,35,0.035
61,voter,GUE_NGL,32,0.032
61,voter,NI,23,0.023
61,voter,PFE,56,0.056
61,voter,RENEW,53,0.053
61,voter,SD,98,0.098
62,abstention,ABSTENTION,506,0.506
62,voter,ECR,53,0.053
62,voter,EPP,122,0.122
62,voter,ESN,22,0.022
62,voter,GREENS_EFA,35,0.035
62,voter,GUE_NGL,32,0.032
62,voter,NI,23,0.023
62,voter,PFE,56,0.056
62,voter,RENEW,53,0.053
62,voter,SD,98,0.098
63,abstention,ABSTENTION,506,0.506
63,voter,ECR,53,0.053
63,voter,EPP,122,0.122
63,voter,ESN,22,0.022
63,voter,GREENS_EFA,35,0.035
63,voter,GUE_NGL,32,0.032
63,voter,NI,23,0.023
63,voter,PFE,56,0.056
63,voter,RENEW,53,0.053
63,voter,SD,98,0.098
64,abstention,ABSTENTION,506,0.506
64,voter,ECR,53,0.053
64,voter,EPP,122,0.122
64,voter,ESN,22,0.022
64,voter,GREENS_EFA,35,0.035
64,voter,GUE_NGL,32,0.032
64,voter,NI,23,0.023
64,voter,PFE,56,0.056
64,voter,RENEW,53,0.053
64,voter,SD,98,0.098
65,abstention,ABSTENTION,506,0.506
65,voter,ECR,53,0.053
65,voter,EPP,122,0.122
65,voter,ESN,22,0.022
65,voter,GREENS_EFA,35,0.035
65,voter,GUE_NGL,32,0.032
65,voter,NI,23,0.023
65,voter,PFE,56,0.056
65,voter,RENEW,53,0.053
65,voter,SD,98,0.098
66,abstention,ABSTENTION,506,0.506
66,voter,ECR,53,0.053
66,voter,EPP,122,0.122
66,voter,ESN,22,0.022
66,voter,GREENS_EFA,35,0.035
66,voter,GUE_NGL,32,0.032
66,voter,NI,23,0.023
66,voter,PFE,56,0.056
66,voter,RENEW,53,0.053
66,voter,SD,98,0.098
67,abstention,ABSTENTION,506,0.506
67,voter,ECR,53,0.053
67,voter,EPP,122,0.122
67,voter,ESN,22,0.022
67,voter,GREENS_EFA,35,0.035
67,voter,GUE_NGL,32,0.032
67,voter,NI,23,0.023
67,voter,PFE,56,0.056
67,voter,RENEW,53,0.053
67,voter,SD,98,0.098
68,abstention,ABSTENTION,506,0.506
68,voter,ECR,53,0.053
68,voter,EPP,122,0.122
68,voter,ESN,22,0.022
68,voter,GREENS_EFA,35,0.035
68,voter,GUE_NGL,32,0.032
68,voter,NI,23,0.023
68,voter,PFE,56,0.056
68,voter,RENEW,53,0.053
68,voter,SD,98,0.098
69,abstention,ABSTENTION,506,0.506
69,voter,ECR,53,0.053
69,voter,EPP,122,0.122
69,voter,ESN,22,0.022
69,voter,GREENS_EFA,35,0.035
69,voter,GUE_NGL,32,0.032
69,voter,NI,23,0.023
69,voter,PFE,56,0.056
69,voter,RENEW,53,0.053
69,voter,SD,98,0.098
70,abstention,ABSTENTION,506,0.506
70,voter,ECR,53,0.053
70,voter,EPP,122,0.122
70,voter,ESN,22,0.022
70,voter,GREENS_EFA,35,0.035
70,voter,GUE_NGL,32,0.032
70,voter,NI,23,0.023
70,voter,PFE,56,0.056
70,voter,RENEW,53,0.053
70,voter,SD,98,0.098
71,abstention,ABSTENTION,506,0.506
71,voter,ECR,53,0.053
71,voter,EPP,122,0.122
71,voter,ESN,22,0.022
71,voter,GREENS_EFA,35,0.035
71,voter,GUE_NGL,32,0.032
71,voter,NI,23,0.023
71,voter,PFE,56,0.056
71,voter,RENEW,53,0.053
71,voter,SD,98,0.098
72,abstention,ABSTENTION,506,0.506
72,voter,ECR,53,0.053
72,voter,EPP,122,0.122
72,voter,ESN,22,0.022
72,voter,GREENS_EFA,35,0.035
72,voter,GUE_NGL,32,0.032
72,voter,NI,23,0.023
72,voter,PFE,56,0.056
72,voter,RENEW,53,0.053
72,voter,SD,98,0.098
73,abstention,ABSTENTION,506,0.506
73,voter,ECR,53,0.053
73,voter,EPP,122,0.122
73,voter,ESN,22,0.022
73,voter,GREENS_EFA,35,0.035
73,voter,GUE_NGL,32,0.032
73,voter,NI,23,0.023
73,voter,PFE,56,0.056
73,voter,RENEW,53,0.053
73,voter,SD,98,0.098
74,abstention,ABSTENTION,506,0.506
74,voter,ECR,53,0.053
74,voter,EPP,122,0.122
74,voter,ESN,22,0.022
74,voter,GREENS_EFA,35,0.035
74,voter,GUE_NGL,32,0.032
74,voter,NI,23,0.023
74,voter,PFE,56,0.056
74,voter,RENEW,53,0.053
74,voter,SD,98,0.098
75,abstention,ABSTENTION,506,0.506
75,voter,ECR,53,0.053
75,voter,EPP,122,0.122
75,voter,ESN,22,0.022
75,voter,GREENS_EFA,35,0.035
75,voter,GUE_NGL,32,0.032
75,voter,NI,23,0.023
75,voter,PFE,56,0.056
75,voter,RENEW,53,0.053
75,voter,SD,98,0.098
76,abstention,ABSTENTION,506,0.506
76,voter,ECR,53,0.053
76,voter,EPP,122,0.122
76,voter,ESN,22,0.022
76,voter,GREENS_EFA,35,0.035
76,voter,GUE_NGL,32,0.032
76,voter,NI,23,0.023
76,voter,PFE,56,0.056
76,voter,RENEW,53,0.053
76,voter,SD,98,0.098
77,abstention,ABSTENTION,506,0.506
77,voter,ECR,53,0.053
77,voter,EPP,122,0.122
77,voter,ESN,22,0.022
77,voter,GREENS_EFA,35,0.035
77,voter,GUE_NGL,32,0.032
77,voter,NI,23,0.023
77,voter,PFE,56,0.056
77,voter,RENEW,53,0.053
77,voter,SD,98,0.098
78,abstention,ABSTENTION,506,0.506
78,voter,ECR,53,0.053
78,voter,EPP,122,0.122
78,voter,ESN,22,0.022
78,voter,GREENS_EFA,35,0.035
78,voter,GUE_NGL,32,0.032
78,voter,NI,23,0.023
78,voter,PFE,56,0.056
78,voter,RENEW,53,0.053
78,voter,SD,98,0.098
79,abstention,ABSTENTION,506,0.506
79,voter,ECR,53,0.053
79,voter,EPP,122,0.122
79,voter,ESN,22,0.022
79,voter,GREENS_EFA,35,0.035
79,voter,GUE_NGL,32,0.032
79,voter,NI,23,0.023
79,voter,PFE,56,0.056
79,voter,RENEW,53,0.053
79,voter,SD,98,0.098
80,abstention,ABSTENTION,506,0.506
80,voter,ECR,53,0.053
80,voter,EPP,122,0.122
80,voter,ESN,22,0.022
80,voter,GREENS_EFA,35,0.035
80,voter,GUE_NGL,32,0.032
80,voter,NI,23,0.023
80,voter,PFE,56,0.056
80,voter,RENEW,53,0.053
80,voter,SD,98,0.098
81,abstention,ABSTENTION,506,0.506
81,voter,ECR,53,0.053
81,voter,EPP,122,0.122
81,voter,ESN,22,0.022
81,voter,GREENS_EFA,35,0.035
81,voter,GUE_NGL,32,0.032
81,voter,NI,23,0.023
81,voter,PFE,56,0.056
81,voter,RENEW,53,0.053
81,voter,SD,98,0.098
82,abstention,ABSTENTION,506,0.506
82,voter,ECR,53,0.053
82,voter,EPP,122,0.122
82,voter,ESN,22,0.022
82,voter,GREENS_EFA,35,0.035
82,voter,GUE_NGL,32,0.032
82,voter,NI,23,0.023
82,voter,PFE,56,0.056
82,voter,RENEW,53,0.053
82,voter,SD,98,0.098
83,abstention,ABSTENTION,506,0.506
83,voter,ECR,53,0.053
83,voter,EPP,122,0.122
83,voter,ESN,22,0.022
83,voter,GREENS_EFA,35,0.035
83,voter,GUE_NGL,32,0.032
83,voter,NI,23,0.023
83,voter,PFE,56,0.056
83,voter,RENEW,53,0.053
83,voter,SD,98,0.098
84,abstention,ABSTENTION,506,0.506
84,voter,ECR,53,0.053
84,voter,EPP,122,0.122
84,voter,ESN,22,0.022
84,voter,GREENS_EFA,35,0.035
84,voter,GUE_NGL,32,0.032
84,voter,NI,23,0.023
84,voter,PFE,56,0.056
84,voter,RENEW,53,0.053
84,voter,SD,98,0.098
85,abstention,ABSTENTION,506,0.506
85,voter,ECR,53,0.053
85,voter,EPP,122,0.122
85,voter,ESN,22,0.022
85,voter,GREENS_EFA,35,0.035
85,voter,GUE_NGL,32,0.032
85,voter,NI,23,0.023
85,voter,PFE,56,0.056
85,voter,RENEW,53,0.053
85,voter,SD,98,0.098
86,abstention,ABSTENTION,506,0.506
86,voter,ECR,53,0.053
86,voter,EPP,122,0.122
86,voter,ESN,22,0.022
