"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_1","Fearful",5,8,5,100,62.5,62.5
"cluster_1","Careful",5,5,5,100,100,100
"cluster_1","Stubborn",5,7,5,100,71.4285714285714,71.4285714285714
"cluster_1","Influencer",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_1","Uninterested",5,8,4,80,50,44.4444444444444
"cluster_1","Homo.Economicus",5,8,4,80,50,44.4444444444444
"cluster_1","X8",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_2","Early.Adopter",5,7,4,80,57.1428571428571,50
"cluster_2","Fearful",5,8,4,80,50,44.4444444444444
"cluster_2","Careful",5,5,1,20,20,11.1111111111111
"cluster_2","Stubborn",5,7,3,60,42.8571428571429,33.3333333333333
"cluster_2","Influencer",5,7,5,100,71.4285714285714,71.4285714285714
"cluster_2","Uninterested",5,8,4,80,50,44.4444444444444
"cluster_2","Homo.Economicus",5,8,5,100,62.5,62.5
"cluster_2","X8",5,7,4,80,57.1428571428571,50
