"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",5,4,2,40,50,28.5714285714286
"cluster_1","Uninterested",5,5,3,60,60,42.8571428571429
"cluster_1","Homo.Economicus",5,4,4,80,100,80
"cluster_1","Fearful",5,4,4,80,100,80
"cluster_1","Stubborn",5,2,2,40,100,40
"cluster_1","Influencer",5,4,1,20,25,12.5
"cluster_1","Careful",5,5,5,100,100,100
"cluster_1","Activist",5,3,3,60,100,60
"cluster_2","Early.Adopter",9,4,4,44.4444444444444,100,44.4444444444444
"cluster_2","Uninterested",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Homo.Economicus",9,4,4,44.4444444444444,100,44.4444444444444
"cluster_2","Fearful",9,4,4,44.4444444444444,100,44.4444444444444
"cluster_2","Stubborn",9,2,2,22.2222222222222,100,22.2222222222222
"cluster_2","Influencer",9,4,4,44.4444444444444,100,44.4444444444444
"cluster_2","Careful",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Activist",9,3,3,33.3333333333333,100,33.3333333333333
"cluster_3","Early.Adopter",2,4,2,100,50,50
"cluster_3","Uninterested",2,5,1,50,20,16.6666666666667
"cluster_3","Homo.Economicus",2,4,2,100,50,50
"cluster_3","Fearful",2,4,1,50,25,20
"cluster_3","Stubborn",2,2,2,100,100,100
"cluster_3","Influencer",2,4,1,50,25,20
"cluster_3","Careful",2,5,2,100,40,40
"cluster_3","Activist",2,3,2,100,66.6666666666667,66.6666666666667
"cluster_4","Early.Adopter",6,4,3,50,75,42.8571428571429
"cluster_4","Uninterested",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_4","Homo.Economicus",6,4,4,66.6666666666667,100,66.6666666666667
"cluster_4","Fearful",6,4,3,50,75,42.8571428571429
"cluster_4","Stubborn",6,2,2,33.3333333333333,100,33.3333333333333
"cluster_4","Influencer",6,4,2,33.3333333333333,50,25
"cluster_4","Careful",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_4","Activist",6,3,3,50,100,50
"cluster_5","Early.Adopter",1,4,0,0,0,0
"cluster_5","Uninterested",1,5,1,100,20,20
"cluster_5","Homo.Economicus",1,4,0,0,0,0
"cluster_5","Fearful",1,4,0,0,0,0
"cluster_5","Stubborn",1,2,0,0,0,0
"cluster_5","Influencer",1,4,1,100,25,25
"cluster_5","Careful",1,5,0,0,0,0
"cluster_5","Activist",1,3,0,0,0,0
"cluster_6","Early.Adopter",6,4,3,50,75,42.8571428571429
"cluster_6","Uninterested",6,5,2,33.3333333333333,40,22.2222222222222
"cluster_6","Homo.Economicus",6,4,4,66.6666666666667,100,66.6666666666667
"cluster_6","Fearful",6,4,3,50,75,42.8571428571429
"cluster_6","Stubborn",6,2,2,33.3333333333333,100,33.3333333333333
"cluster_6","Influencer",6,4,3,50,75,42.8571428571429
"cluster_6","Careful",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_6","Activist",6,3,3,50,100,50
